n_leave_one_out_runs,mean_ARI,median_ARI,min_ARI,max_ARI,n_ARI_1,proportion_ARI_1,n_ARI_ge_0_8,proportion_ARI_ge_0_8
25,0.8107124012133443,1,0.13977107851039816,1,17,0.68,18,0.72
