wavenumber,mean_absorbance,sd_absorbance,cv_percent
3063.16059,0.023175,2.0174241001831905e-4,0.8705174110822829
3061.23043,0.0231075,2.1077238908357948e-4,0.9121384359345643
3059.30027,0.0230325,2.118765363759434e-4,0.9199024698836139
3057.37011,0.0229475,2.0434855843223676e-4,0.8905046668797768
3055.43996,0.02288,2.024845673131667e-4,0.8849849969981061
3053.5098,0.0228,2.024845673131667e-4,0.8880902075138889
3051.57964,0.022719999999999997,2.0231987873991377e-4,0.8904924240313107
3049.64948,0.02263,2.0231987873991442e-4,0.8940339316832276
3047.71932,0.0225275,1.9771612647092476e-4,0.877665637425035
3045.78917,0.022430000000000002,1.9612920911140887e-4,0.8744057472644176
3043.85901,0.02231,2.0066555924389906e-4,0.8994422198292203
3041.92885,0.022195,2.0141168453361146e-4,0.9074642240757443
3039.99869,0.02207,1.9578900207451136e-4,0.887127331556463
3038.06853,0.021925,1.9017535767461156e-4,0.867390456896746
3036.13838,0.0217925,1.8750555547325428e-4,0.860413240671122
3034.20822,0.021650000000000003,1.9131126469708925e-4,0.8836548022960242
3032.27806,0.02151,1.9578900207451236e-4,0.9102231616667241
3030.3479,0.021385,1.9017535767461156e-4,0.8892932320533624
3028.41774,0.02127,1.849324200890693e-4,0.8694519045090235
3026.48759,0.021152499999999998,1.8080837001274743e-4,0.8547848718248313
3024.55743,0.021032500000000003,1.8080837001274743e-4,0.8596618091655648
3022.62727,0.020935,1.8357559750685915e-4,0.8768836756955298
3020.69711,0.0208225,1.8553975315279434e-4,0.891054163298328
3018.76696,0.020734999999999996,1.7710637105046968e-4,0.8541421319048456
3016.8368,0.020649999999999998,1.7185265006200334e-4,0.8322162230605489
3014.90664,0.0205675,1.7557049866079435e-4,0.8536307215791631
3012.97648,0.020482499999999997,1.7423642940939002e-4,0.85065997514654
3011.04632,0.020415,1.7233687939614034e-4,0.8441679127903029
3009.11617,0.020355,1.7897858344878385e-4,0.8792855978815222
3007.18601,0.020285,1.7935068069752788e-4,0.8841542060514068
3005.25585,0.020235,1.725301905947666e-4,0.8526325208538007
3003.32569,0.0201875,1.817278184538622e-4,0.9001997198952927
3001.39553,0.02013,1.8457157599876132e-4,0.9168980427161517
2999.46538,0.020105,1.7710637105046968e-4,0.8809070930140248
2997.53522,0.0200825,1.7269916039170554e-4,0.8599485143368881
2995.60506,0.0200725,1.6958282145704853e-4,0.8448515205233454
2993.6749,0.02008,1.7813852287849877e-4,0.8871440382395357
2991.74474,0.0200975,1.8006943105369086e-4,0.8959792563935358
2989.81459,0.0201475,1.7346949779908482e-4,0.8609976314633817
2987.88443,0.0202175,1.8006943105369086e-4,0.890661214560113
2985.95427,0.0203025,1.8750555547325298e-4,0.9235589482736263
2984.02411,0.02042,1.8938496948455792e-4,0.9274484303847107
2982.09396,0.02055,1.8938496948455664e-4,0.9215813600221735
2980.1638,0.020700000000000003,1.8938496948455664e-4,0.9149032342249112
2978.23364,0.0208625,1.828250529878219e-4,0.8763333875989068
2976.30348,0.021047500000000004,1.8191115047370396e-4,0.8642886351049005
2974.37332,0.021225,1.9052558883257586e-4,0.8976470616375776
2972.44317,0.021422500000000004,1.908533468399236e-4,0.890901373975603
2970.51301,0.021617499999999998,1.9805302320338464e-4,0.9161698771984951
2968.58285,0.02182,1.9578900207451136e-4,0.8972914852177423
