iteration,ARI,unique_participants,induced_cluster_sizes
256,0.4071146245059289,18,11/8/6
257,0.5048104131295982,16,9/10/6
258,0.26511369938990564,15,10/12/3
259,0.5048104131295982,21,10/6/9
260,0.4071146245059289,14,8/6/11
261,0.4482173174872665,18,9/10/6
262,0.8784440842787682,14,16/6/3
263,0.6182201158504476,14,18/4/3
264,0.8105035192203575,15,4/16/5
265,0.2601898380792853,16,12/4/9
266,1,17,4/6/15
267,0.5805369127516778,16,19/1/5
268,1,19,6/15/4
269,0.1341396371632765,15,3/14/8
270,1,18,6/15/4
271,0.7627024008933556,18,6/13/6
272,0.8646453708716839,16,5/16/4
273,0.7397223705285638,14,5/17/3
274,0.5139968895800933,12,19/3/3
275,0.2989343802579922,16,5/12/8
276,0.6729845168179391,15,17/5/3
277,0.2601898380792853,18,12/4/9
278,0.19154228855721392,18,13/9/3
279,0.10473882606354336,15,15/1/9
280,0.6729845168179391,16,5/17/3
281,0.4071146245059289,16,8/6/11
282,0.1341396371632765,16,8/14/3
283,1,17,6/15/4
284,1,13,4/15/6
285,0.4482173174872665,18,9/10/6
286,0.8784440842787682,18,16/6/3
287,0.4071146245059289,14,6/11/8
288,1,18,15/6/4
289,0.19154228855721392,18,13/9/3
290,0.4071146245059289,15,6/8/11
291,0.8784440842787682,15,16/6/3
292,0.4071146245059289,17,11/8/6
293,0.20789327404113395,15,13/8/4
294,0.4482173174872665,15,10/6/9
295,0.6757543673901535,17,17/7/1
296,0.3190904547726137,18,21/3/1
297,1,14,15/6/4
298,0.14726583649160804,16,4/5/16
299,0.699679658302189,13,17/3/5
300,0.1341396371632765,16,8/14/3
301,0.19154228855721392,15,3/13/9
302,0.6729845168179391,14,5/17/3
303,0.19154228855721392,17,9/13/3
304,1,19,6/15/4
305,0.3458075407990996,13,11/5/9
306,1,17,6/15/4
307,1,18,6/4/15
308,0.2601898380792853,15,12/4/9
309,1,16,4/15/6
310,0.8754842280022136,18,14/5/6
311,0.699679658302189,17,5/17/3
312,1,17,6/4/15
313,0.3284834918858422,18,11/10/4
314,0.8784440842787682,15,6/16/3
315,0.5048104131295982,16,9/6/10
316,0.5765104460756635,16,8/11/6
317,0.746125066809193,16,16/8/1
318,1,16,6/15/4
319,0.4482173174872665,16,6/10/9
320,1,16,15/6/4
321,0.6729845168179391,15,5/17/3
322,0.5048104131295982,16,9/6/10
323,0.38885730528709495,15,8/8/9
324,0.9383561643835616,14,15/5/5
325,0.20789327404113395,15,8/4/13
326,0.8784440842787682,17,16/6/3
327,0.4592346089850249,15,10/12/3
328,1,16,15/6/4
329,0.7568881685575365,17,3/16/6
330,0.4482173174872665,17,9/10/6
331,0.26511369938990564,15,12/3/10
332,1,15,6/4/15
333,1,17,6/4/15
334,0.26511369938990564,16,10/12/3
335,0.4071146245059289,16,8/6/11
336,0.7703943814154511,16,16/6/3
337,0.746125066809193,16,16/8/1
338,0.6757543673901535,16,7/17/1
339,0.4071146245059289,18,11/8/6
340,0.2601898380792853,19,12/9/4
341,0.6182201158504476,14,4/18/3
342,0.31934203062960864,14,7/10/8
343,0.3458075407990996,17,11/9/5
344,0.19154228855721392,16,13/9/3
345,0.4250425894378194,14,7/9/9
346,0.8784440842787682,16,16/6/3
347,0.1341396371632765,16,8/14/3
348,0.5805369127516778,14,19/5/1
349,0.35452526374236537,16,3/11/11
350,0.8567921440261866,14,15/7/3
351,0.8063087991145546,14,6/14/5
352,0.746125066809193,16,4/4/17
353,1,17,4/6/15
354,0.5805369127516778,14,19/5/1
355,0.19154228855721392,16,9/13/3
356,1,17,15/4/6
357,1,16,15/4/6
358,0.4071146245059289,15,8/11/6
359,0.8784440842787682,17,16/6/3
360,0.4071146245059289,15,11/8/6
361,0.4482173174872665,18,9/10/6
362,0.38885730528709495,18,8/8/9
363,0.7738158594997339,14,6/17/2
364,0.5765104460756635,15,8/11/6
365,0.8105035192203575,13,16/5/4
366,0.4071146245059289,17,8/11/6
367,0.2601898380792853,18,9/12/4
368,0.5765104460756635,15,11/6/8
369,1,16,15/6/4
370,0.12039582188015392,17,11/12/2
371,0.7397223705285638,16,17/3/5
372,0.6729845168179391,17,17/3/5
373,0.4482173174872665,17,10/9/6
374,0.5048104131295982,16,9/10/6
375,0.8567921440261866,18,3/15/7
376,0.6757543673901535,15,17/7/1
377,0.4071146245059289,19,8/11/6
378,0.4482173174872665,20,9/10/6
379,0.8372219207813347,15,15/8/2
380,0.5805369127516778,15,19/5/1
381,0.4482173174872665,15,6/10/9
382,0.5805369127516778,17,5/19/1
383,0.4071146245059289,14,11/8/6
384,0.3458075407990996,16,11/5/9
385,0.3190904547726137,17,1/21/3
386,0.8784440842787682,14,16/3/6
387,0.8784440842787682,19,16/3/6
388,1,16,4/15/6
389,0.4482173174872665,13,9/10/6
390,0.5805369127516778,15,19/5/1
391,0.24682144831398561,14,3/9/13
392,0.5765104460756635,15,8/6/11
393,1,18,15/6/4
394,0.4482173174872665,16,6/9/10
395,0.8905309250136836,15,15/4/6
396,1,18,15/6/4
397,0.3902439024390244,17,8/7/10
398,0.6757543673901535,16,7/17/1
399,0.4613767735155019,15,2/5/18
400,0.14726583649160804,16,16/5/4
401,1,14,6/15/4
402,0.8567921440261866,17,15/7/3
403,0.9383561643835616,17,5/5/15
404,1,16,15/4/6
405,1,17,15/6/4
406,0.6182201158504476,14,18/3/4
407,0.5315046170559479,15,1/11/13
408,0.5048104131295982,15,9/10/6
409,0.5048104131295982,17,6/9/10
410,0.5048104131295982,18,6/10/9
411,0.4071146245059289,18,11/6/8
412,0.8784440842787682,16,3/16/6
413,0.4071146245059289,17,11/8/6
414,0.8105035192203575,18,5/16/4
415,0.4407727503812914,15,20/1/4
416,0.20789327404113395,14,13/8/4
417,0.5805369127516778,14,5/19/1
418,0.3458075407990996,13,9/11/5
419,0.6345425013535464,17,4/5/16
420,0.5805369127516778,14,5/19/1
421,0.8784440842787682,16,16/6/3
422,0.4071146245059289,16,11/6/8
423,0.8317178244480344,14,9/15/1
424,0.3902439024390244,17,10/8/7
425,1,18,15/4/6
426,0.1341396371632765,16,14/3/8
427,0.19154228855721392,16,13/9/3
428,1,16,6/4/15
429,0.8754842280022136,17,14/5/6
430,0.4071146245059289,17,8/11/6
431,0.4172825469016487,16,8/9/8
432,1,17,15/4/6
433,0.6852764094143404,16,15/4/6
434,0.1341396371632765,15,8/14/3
435,0.37185929648241206,14,13/6/6
436,0.4071146245059289,18,6/11/8
437,0.3190904547726137,12,21/3/1
438,0.4071146245059289,14,6/11/8
439,0.2601898380792853,18,12/9/4
440,0.6627318718381113,15,7/12/6
441,0.4482173174872665,16,10/6/9
442,0.5805369127516778,15,19/5/1
443,0.5805369127516778,16,19/5/1
444,0.8567921440261866,17,15/3/7
445,0.4071146245059289,18,8/11/6
446,1,15,4/6/15
447,0.20789327404113395,19,8/13/4
448,0.8784440842787682,14,6/16/3
449,0.4071146245059289,15,8/11/6
450,0.746125066809193,11,16/1/8
451,0.5048104131295982,14,10/9/6
452,0.5805369127516778,16,5/19/1
453,1,17,4/6/15
454,0.27680090754395914,15,10/8/7
455,0.5048104131295982,18,10/6/9
456,0.20789327404113395,16,8/13/4
457,0.19154228855721392,18,13/9/3
458,0.5765104460756635,14,8/11/6
459,0.8754842280022136,16,14/5/6
460,0.8784440842787682,15,16/6/3
461,1,19,15/4/6
462,0.4592346089850249,18,10/12/3
463,0.3458075407990996,16,9/11/5
464,0.09301691216584834,16,7/3/15
465,0.6757543673901535,14,17/7/1
466,0.4071146245059289,16,11/6/8
467,0.8784440842787682,16,3/6/16
468,0.5698782424563261,17,17/7/1
469,1,17,15/4/6
470,0.4071146245059289,17,11/8/6
471,1,16,4/15/6
472,0.6757543673901535,15,17/7/1
473,0.4071146245059289,17,6/11/8
474,0.3458075407990996,17,11/9/5
475,1,13,15/6/4
476,0.4482173174872665,18,9/6/10
477,0.20789327404113395,17,13/8/4
478,0.6050552922590837,18,3/18/4
479,0.5805369127516778,17,19/5/1
480,0.4482173174872665,14,10/6/9
481,1,18,15/4/6
482,0.1341396371632765,19,14/3/8
483,1,15,6/4/15
484,0.8567921440261866,16,15/3/7
485,0.4071146245059289,15,11/8/6
486,1,18,15/4/6
487,0.8784440842787682,15,6/3/16
488,0.8784440842787682,17,6/16/3
489,0.5787256450763559,16,3/18/4
490,0.5765104460756635,14,11/8/6
491,0.5805369127516778,15,19/5/1
492,0.19154228855721392,16,9/13/3
493,0.5048104131295982,14,9/10/6
494,0.26511369938990564,17,10/12/3
495,0.4084507042253521,18,10/5/10
496,0.3284834918858422,15,10/11/4
497,0.26511369938990564,18,10/12/3
498,0.6729845168179391,18,5/17/3
499,0.7568881685575365,18,16/6/3
500,0.4482173174872665,14,10/9/6
501,0.746125066809193,14,17/4/4
502,0.10473882606354336,15,1/15/9
503,0.6182201158504476,16,3/18/4
504,0.5048104131295982,17,10/6/9
505,1,17,6/15/4
506,0.4071146245059289,17,8/11/6
507,0.8754842280022136,15,6/5/14
508,1,16,15/4/6
509,0.6627318718381113,17,6/7/12
510,0.19154228855721392,19,13/3/9
511,0.6206174777603349,16,18/6/1
512,0.4482173174872665,19,9/10/6
513,0.2989343802579922,16,12/8/5
514,0.6182201158504476,15,18/4/3
515,0.4071146245059289,15,11/6/8
516,0.5048104131295982,18,10/6/9
517,0.8105035192203575,15,16/4/5
518,0.5048104131295982,17,10/9/6
519,0.19154228855721392,17,9/13/3
520,0.4071146245059289,16,11/6/8
521,0.5805369127516778,15,5/1/19
522,1,16,15/6/4
523,0.5048104131295982,19,6/10/9
524,0.19154228855721392,17,9/13/3
525,0.4084507042253521,15,10/10/5
526,0.6757543673901535,14,17/7/1
527,0.8784440842787682,20,3/16/6
528,1,16,6/4/15
529,0.3284834918858422,12,11/10/4
530,1,17,6/15/4
531,1,13,15/4/6
532,0.8784440842787682,18,6/16/3
533,0.5048104131295982,15,10/9/6
534,0.8784440842787682,16,16/6/3
535,0.8372219207813347,17,15/8/2
536,0.2601898380792853,16,12/9/4
537,0.4482173174872665,14,6/10/9
538,0.2601898380792853,16,9/4/12
539,0.5765104460756635,14,11/8/6
540,1,17,15/6/4
541,0.5048104131295982,15,6/9/10
542,0.4071146245059289,14,8/11/6
543,1,16,15/4/6
544,0.26511369938990564,17,10/3/12
545,0.27446102819237145,16,9/13/3
546,0.7738158594997339,14,17/6/2
547,0.4482173174872665,15,6/10/9
548,1,16,15/6/4
549,1,15,4/15/6
550,0.4071146245059289,17,6/8/11
551,0.35452526374236537,15,3/11/11
552,0.8784440842787682,15,16/3/6
553,0.4071146245059289,17,6/11/8
554,0.8784440842787682,17,16/6/3
555,0.4482173174872665,14,10/6/9
556,0.8784440842787682,17,16/6/3
557,0.9383561643835616,15,15/5/5
558,0.8754842280022136,17,14/6/5
559,0.4482173174872665,18,10/9/6
560,0.5139968895800933,14,3/3/19
561,0.4071146245059289,19,8/11/6
562,1,15,15/6/4
563,0.746125066809193,17,17/4/4
564,0.5765104460756635,14,11/6/8
565,0.8754842280022136,15,6/5/14
566,0.4071146245059289,19,11/8/6
567,1,16,15/6/4
568,0.8646453708716839,15,5/16/4
569,0.6757543673901535,14,7/17/1
570,0.1717283268912203,16,14/7/4
571,1,17,4/15/6
572,0.5048104131295982,17,10/9/6
573,1,17,15/4/6
574,0.4482173174872665,18,10/6/9
575,0.2601898380792853,17,4/9/12
576,0.5805369127516778,14,19/5/1
577,0.8567921440261866,17,7/15/3
578,0.8784440842787682,17,6/16/3
579,0.8754842280022136,15,14/5/6
580,0.4071146245059289,16,11/6/8
581,0.19154228855721392,18,13/9/3
582,0.5048104131295982,15,9/6/10
583,1,17,4/15/6
584,0.13185024416711882,14,15/8/2
585,1,16,4/15/6
586,0.8784440842787682,15,6/16/3
587,0.3284834918858422,15,11/4/10
588,0.20789327404113395,17,8/4/13
589,0.4327390599675851,16,16/6/3
590,0.4482173174872665,17,9/10/6
591,0.8754842280022136,16,14/6/5
592,0.8754842280022136,19,6/14/5
593,0.4482173174872665,15,10/9/6
594,0.8784440842787682,18,3/16/6
595,0.5048104131295982,19,10/9/6
596,0.19154228855721392,19,9/3/13
597,0.8567921440261866,13,15/7/3
598,1,17,6/15/4
599,1,19,15/6/4
600,0.7359644246803779,16,4/8/13
601,0.6757543673901535,16,7/17/1
602,0.4482173174872665,17,9/10/6
603,0.8784440842787682,16,16/3/6
604,0.4482173174872665,13,9/10/6
605,1,16,15/4/6
606,0.8754842280022136,16,5/14/6
607,0.10473882606354336,18,9/15/1
608,0.6028540656973613,16,15/1/9
609,0.5805369127516778,16,5/19/1
610,1,17,6/4/15
611,0.8646453708716839,18,16/5/4
612,0.3458075407990996,15,9/5/11
613,0.5048104131295982,17,9/6/10
614,1,18,15/6/4
615,0.5765104460756635,15,8/6/11
616,0.4071146245059289,15,11/8/6
617,0.8754842280022136,17,5/6/14
618,0.8784440842787682,15,6/16/3
619,0.4482173174872665,17,10/9/6
620,0.4482173174872665,19,9/10/6
621,0.4482173174872665,15,10/9/6
622,0.4482173174872665,16,9/10/6
623,1,15,15/4/6
624,0.8754842280022136,17,14/6/5
625,0.2989343802579922,17,8/12/5
626,0.2601898380792853,15,9/12/4
627,0.746125066809193,15,17/4/4
628,0.8784440842787682,14,6/16/3
629,0.8784440842787682,17,6/16/3
630,1,17,4/6/15
631,0.7738158594997339,18,6/17/2
632,0.7444862829478214,13,7/16/2
633,0.3774211400110681,15,14/5/6
634,0.4084507042253521,18,10/5/10
635,0.20789327404113395,19,13/8/4
636,0.8784440842787682,15,16/6/3
637,0.4482173174872665,15,6/9/10
638,0.8784440842787682,16,16/3/6
639,0.4482173174872665,15,10/6/9
640,0.8754842280022136,17,14/6/5
641,0.6182201158504476,15,18/3/4
642,0.8784440842787682,14,3/16/6
643,0.8567921440261866,16,3/15/7
644,0.4482173174872665,17,10/9/6
645,1,18,15/4/6
646,0.4071146245059289,18,6/8/11
647,1,17,6/15/4
648,0.5805369127516778,16,19/1/5
649,0.5765104460756635,19,8/11/6
650,0.5048104131295982,18,10/9/6
651,0.4482173174872665,16,10/6/9
652,0.8784440842787682,14,16/6/3
653,0.5139968895800933,16,19/3/3
654,1,17,4/6/15
655,1,17,15/6/4
656,1,17,4/15/6
657,0.6757543673901535,16,17/1/7
658,0.20789327404113395,18,8/13/4
659,0.746125066809193,16,4/17/4
660,0.8754842280022136,20,14/5/6
661,0.6862799776910207,14,13/5/7
662,0.8784440842787682,18,16/6/3
663,0.09301691216584834,16,15/7/3
664,0.6182201158504476,16,4/3/18
665,0.746125066809193,13,4/17/4
666,0.4071146245059289,17,11/6/8
667,0.5805369127516778,13,19/5/1
668,0.7444862829478214,15,16/7/2
669,0.8784440842787682,16,16/6/3
670,1,14,6/15/4
671,0.26511369938990564,16,3/10/12
672,1,15,4/15/6
673,0.4482173174872665,15,6/9/10
674,0.5048104131295982,15,9/10/6
675,0.4071146245059289,15,8/11/6
676,0.5048104131295982,15,9/10/6
677,0.5048104131295982,15,9/6/10
678,0.2601898380792853,14,4/12/9
679,1,18,4/6/15
680,0.26511369938990564,16,10/12/3
681,0.8784440842787682,17,6/16/3
682,0.4071146245059289,16,11/6/8
683,0.19154228855721392,15,9/13/3
684,0.5048104131295982,16,10/9/6
685,0.5805369127516778,16,19/1/5
686,0.8754842280022136,18,6/14/5
687,0.7397223705285638,17,17/3/5
688,0.6182201158504476,15,18/3/4
689,0.4482173174872665,15,6/10/9
690,0.746125066809193,14,4/17/4
691,0.4071146245059289,17,11/8/6
692,0.4482173174872665,17,10/9/6
693,0.5048104131295982,15,10/9/6
694,0.4482173174872665,14,10/6/9
695,0.4482173174872665,15,9/10/6
696,0.4071146245059289,13,8/11/6
697,0.4250425894378194,13,9/7/9
698,0.4482173174872665,18,6/9/10
699,0.26511369938990564,15,3/10/12
700,1,15,15/6/4
701,0.5048104131295982,14,9/10/6
702,0.26511369938990564,18,12/10/3
703,0.4482173174872665,13,10/6/9
704,0.5813074014046462,15,6/3/16
705,0.5765104460756635,16,8/11/6
706,0.8784440842787682,17,6/16/3
707,0.8754842280022136,17,6/14/5
708,0.2989343802579922,19,12/8/5
709,1,16,6/15/4
710,0.8784440842787682,14,16/3/6
711,0.5048104131295982,20,10/6/9
712,0.8784440842787682,12,16/6/3
713,0.746125066809193,14,17/4/4
714,1,16,15/6/4
715,0.8784440842787682,17,16/6/3
716,0.2601898380792853,17,12/4/9
717,0.4071146245059289,15,6/11/8
718,0.5048104131295982,15,9/10/6
719,1,17,15/6/4
720,0.8754842280022136,17,5/6/14
721,0.19154228855721392,16,13/3/9
722,0.4071146245059289,15,11/8/6
723,0.4482173174872665,17,9/6/10
724,0.5048104131295982,16,9/6/10
725,0.4482173174872665,14,9/10/6
726,0.6385706492089471,16,15/3/7
727,0.4482173174872665,15,9/6/10
728,0.6627318718381113,17,12/7/6
729,0.19154228855721392,14,13/9/3
730,0.5048104131295982,17,9/10/6
731,0.4071146245059289,12,6/11/8
732,0.8784440842787682,18,16/6/3
733,0.4071146245059289,17,6/11/8
734,0.6757543673901535,18,7/17/1
735,1,16,15/4/6
736,0.4071146245059289,15,6/8/11
737,1,17,15/6/4
738,0.1341396371632765,16,14/8/3
739,0.9383561643835616,17,15/5/5
740,0.8784440842787682,15,16/3/6
741,0.19442927362097215,14,14/9/2
742,0.8784440842787682,15,16/6/3
743,1,16,15/4/6
744,0.4071146245059289,16,11/8/6
745,0.7703943814154511,16,16/3/6
746,0.08118486012068021,13,10/13/2
747,0.4071146245059289,15,8/11/6
748,0.5048104131295982,15,10/9/6
749,0.4071146245059289,20,11/8/6
750,0.8567921440261866,16,15/7/3
751,0.8754842280022136,15,6/5/14
752,0.6206174777603349,17,18/6/1
753,0.8784440842787682,13,3/16/6
754,0.8784440842787682,14,16/3/6
755,0.7627024008933556,15,6/13/6
756,0.8567921440261866,17,7/15/3
757,1,17,15/4/6
758,0.2989343802579922,17,12/8/5
759,0.4071146245059289,17,8/11/6
760,0.26511369938990564,16,12/10/3
761,0.13185024416711882,16,15/8/2
762,0.19154228855721392,16,3/9/13
763,0.8317178244480344,14,1/9/15
764,0.8567921440261866,18,15/7/3
765,0.20789327404113395,17,8/13/4
766,0.4071146245059289,16,11/8/6
767,1,15,15/4/6
768,1,19,4/15/6
769,0.5048104131295982,18,10/9/6
770,0.8784440842787682,16,16/6/3
771,0.4071146245059289,18,6/8/11
772,0.5805369127516778,13,19/5/1
773,0.8754842280022136,16,14/6/5
774,0.37185929648241206,17,13/6/6
775,0.7568881685575365,17,16/6/3
776,0.19154228855721392,14,9/13/3
777,0.8784440842787682,14,3/16/6
778,0.4482173174872665,17,10/9/6
