iteration,baseline_cluster,Jaccard
483,1,1
483,2,1
483,3,1
484,1,1
484,2,0.5714285714285714
484,3,0.5
485,1,0.5333333333333333
485,2,0.36363636363636365
485,3,1
486,1,1
486,2,1
486,3,1
487,1,0.9375
487,2,0.75
487,3,1
488,1,0.9375
488,2,0.75
488,3,1
489,1,0.8333333333333334
489,2,0.6
489,3,0.5
490,1,0.7333333333333333
490,2,0.5
490,3,1
491,1,0.7894736842105263
491,2,0.21052631578947367
491,3,0.8333333333333334
492,1,0.6
492,2,0.3076923076923077
492,3,0.5
493,1,0.6666666666666666
493,2,0.4444444444444444
493,3,1
494,1,0.6666666666666666
494,2,0.3333333333333333
494,3,0.5
495,1,0.6666666666666666
495,2,0.4
495,3,0.8333333333333334
496,1,0.6666666666666666
496,2,0.36363636363636365
496,3,0.6666666666666666
497,1,0.6666666666666666
497,2,0.3333333333333333
497,3,0.5
498,1,0.8823529411764706
498,2,0.2857142857142857
498,3,0.5
499,1,0.9375
499,2,0.42857142857142855
499,3,0.5
500,1,0.6
500,2,0.4
500,3,1
501,1,0.8823529411764706
501,2,1
501,3,0.6666666666666666
502,1,0.6
502,2,0.26666666666666666
502,3,0.3125
503,1,0.8333333333333334
503,2,0.75
503,3,0.6666666666666666
504,1,0.6666666666666666
504,2,0.4444444444444444
504,3,1
505,1,1
505,2,1
505,3,1
506,1,0.5333333333333333
506,2,0.36363636363636365
506,3,1
507,1,0.9333333333333333
507,2,0.8
507,3,1
508,1,1
508,2,1
508,3,1
509,1,0.8
509,2,0.5714285714285714
509,3,1
510,1,0.6
510,2,0.3076923076923077
510,3,0.5
511,1,0.8333333333333334
511,2,0.15789473684210525
511,3,0.7142857142857143
512,1,0.6
512,2,0.4
512,3,1
513,1,0.5333333333333333
513,2,0.3333333333333333
513,3,0.8333333333333334
514,1,0.8333333333333334
514,2,0.75
514,3,0.6666666666666666
515,1,0.5333333333333333
515,2,0.36363636363636365
515,3,1
516,1,0.6666666666666666
516,2,0.4444444444444444
516,3,1
517,1,0.9375
517,2,0.8
517,3,0.6666666666666666
518,1,0.6666666666666666
518,2,0.4444444444444444
518,3,1
519,1,0.6
519,2,0.3076923076923077
519,3,0.5
520,1,0.5333333333333333
520,2,0.36363636363636365
520,3,1
521,1,0.7894736842105263
521,2,0.21052631578947367
521,3,0.8333333333333334
522,1,1
522,2,1
522,3,1
523,1,0.6666666666666666
523,2,0.4444444444444444
523,3,1
524,1,0.6
524,2,0.3076923076923077
524,3,0.5
525,1,0.6666666666666666
525,2,0.4
525,3,0.8333333333333334
526,1,0.8823529411764706
526,2,0.2222222222222222
526,3,0.625
527,1,0.9375
527,2,0.75
527,3,1
528,1,1
528,2,1
528,3,1
529,1,0.6666666666666666
529,2,0.36363636363636365
529,3,0.6666666666666666
530,1,1
530,2,1
530,3,1
531,1,1
531,2,1
531,3,1
532,1,0.9375
532,2,0.75
532,3,1
533,1,0.6666666666666666
533,2,0.4444444444444444
533,3,1
534,1,0.9375
534,2,0.75
534,3,1
535,1,1
535,2,0.5
535,3,0.4
536,1,0.6
536,2,0.3333333333333333
536,3,0.6666666666666666
537,1,0.6
537,2,0.4
537,3,1
538,1,0.6
538,2,0.3333333333333333
538,3,0.6666666666666666
539,1,0.7333333333333333
539,2,0.5
539,3,1
540,1,1
540,2,1
540,3,1
541,1,0.6666666666666666
541,2,0.4444444444444444
541,3,1
542,1,0.5333333333333333
542,2,0.36363636363636365
542,3,1
543,1,1
543,2,1
543,3,1
544,1,0.6666666666666666
544,2,0.3333333333333333
544,3,0.5
545,1,0.6
545,2,0.75
545,3,0.46153846153846156
546,1,0.8823529411764706
546,2,0.5
546,3,1
547,1,0.6
547,2,0.4
547,3,1
548,1,1
548,2,1
548,3,1
549,1,1
549,2,1
549,3,1
550,1,0.5333333333333333
550,2,0.36363636363636365
550,3,1
551,1,0.7333333333333333
551,2,0.36363636363636365
551,3,0.5
552,1,0.9375
552,2,0.75
552,3,1
553,1,0.5333333333333333
553,2,0.36363636363636365
553,3,1
554,1,0.9375
554,2,0.75
554,3,1
555,1,0.6
555,2,0.4
555,3,1
556,1,0.9375
556,2,0.75
556,3,1
557,1,1
557,2,0.8
557,3,0.8333333333333334
558,1,0.9333333333333333
558,2,0.8
558,3,1
559,1,0.6
559,2,0.4
559,3,1
560,1,0.7894736842105263
560,2,0.75
560,3,0.5
561,1,0.5333333333333333
561,2,0.36363636363636365
561,3,1
562,1,1
562,2,1
562,3,1
563,1,0.8823529411764706
563,2,1
563,3,0.6666666666666666
564,1,0.7333333333333333
564,2,0.5
564,3,1
565,1,0.9333333333333333
565,2,0.8
565,3,1
566,1,0.5333333333333333
566,2,0.36363636363636365
566,3,1
567,1,1
567,2,1
567,3,1
568,1,0.9375
568,2,1
568,3,0.8333333333333334
569,1,0.8823529411764706
569,2,0.2222222222222222
569,3,0.625
570,1,0.4666666666666667
570,2,0.2857142857142857
570,3,0.6666666666666666
571,1,1
571,2,1
571,3,1
572,1,0.6666666666666666
572,2,0.4444444444444444
572,3,1
573,1,1
573,2,1
573,3,1
574,1,0.6
574,2,0.4
574,3,1
575,1,0.6
575,2,0.3333333333333333
575,3,0.6666666666666666
576,1,0.7894736842105263
576,2,0.21052631578947367
576,3,0.8333333333333334
577,1,1
577,2,0.5714285714285714
577,3,0.5
578,1,0.9375
578,2,0.75
578,3,1
579,1,0.9333333333333333
579,2,0.8
579,3,1
580,1,0.5333333333333333
580,2,0.36363636363636365
580,3,1
581,1,0.6
581,2,0.3076923076923077
581,3,0.5
582,1,0.6666666666666666
582,2,0.4444444444444444
582,3,1
583,1,1
583,2,1
583,3,1
584,1,0.5333333333333333
584,2,0.5
584,3,0.4
585,1,1
585,2,1
585,3,1
586,1,0.9375
586,2,0.75
586,3,1
587,1,0.6666666666666666
587,2,0.36363636363636365
587,3,0.6666666666666666
588,1,0.5333333333333333
588,2,0.3076923076923077
588,3,0.6666666666666666
589,1,0.631578947368421
589,2,0.25
589,3,1
590,1,0.6
590,2,0.4
590,3,1
591,1,0.9333333333333333
591,2,0.8
591,3,1
592,1,0.9333333333333333
592,2,0.8
592,3,1
593,1,0.6
593,2,0.4
593,3,1
594,1,0.9375
594,2,0.75
594,3,1
595,1,0.6666666666666666
595,2,0.4444444444444444
595,3,1
596,1,0.6
596,2,0.3076923076923077
596,3,0.5
597,1,1
597,2,0.5714285714285714
597,3,0.5
598,1,1
598,2,1
598,3,1
599,1,1
599,2,1
599,3,1
600,1,0.8666666666666667
600,2,1
600,3,0.75
601,1,0.8823529411764706
601,2,0.2222222222222222
601,3,0.625
602,1,0.6
602,2,0.4
602,3,1
603,1,0.9375
603,2,0.75
603,3,1
604,1,0.6
604,2,0.4
604,3,1
605,1,1
605,2,1
605,3,1
606,1,0.9333333333333333
606,2,0.8
606,3,1
607,1,0.6
607,2,0.26666666666666666
607,3,0.3125
608,1,0.875
608,2,0.3
608,3,0.5
609,1,0.7894736842105263
609,2,0.21052631578947367
609,3,0.8333333333333334
610,1,1
610,2,1
610,3,1
611,1,0.9375
611,2,1
611,3,0.8333333333333334
612,1,0.6
612,2,0.36363636363636365
612,3,0.8333333333333334
613,1,0.6666666666666666
613,2,0.4444444444444444
613,3,1
614,1,1
614,2,1
614,3,1
615,1,0.7333333333333333
615,2,0.5
615,3,1
616,1,0.5333333333333333
616,2,0.36363636363636365
616,3,1
617,1,0.9333333333333333
617,2,0.8
617,3,1
618,1,0.9375
618,2,0.75
618,3,1
619,1,0.6
619,2,0.4
619,3,1
620,1,0.6
620,2,0.4
620,3,1
621,1,0.6
621,2,0.4
621,3,1
622,1,0.6
622,2,0.4
622,3,1
623,1,1
623,2,1
623,3,1
624,1,0.9333333333333333
624,2,0.8
624,3,1
625,1,0.5333333333333333
625,2,0.3333333333333333
625,3,0.8333333333333334
626,1,0.6
626,2,0.3333333333333333
626,3,0.6666666666666666
627,1,0.8823529411764706
627,2,1
627,3,0.6666666666666666
628,1,0.9375
628,2,0.75
628,3,1
629,1,0.9375
629,2,0.75
629,3,1
630,1,1
630,2,1
630,3,1
631,1,0.8823529411764706
631,2,0.5
631,3,1
632,1,0.9375
632,2,0.375
632,3,0.4444444444444444
633,1,0.5263157894736842
633,2,0.2857142857142857
633,3,1
634,1,0.6666666666666666
634,2,0.4
634,3,0.8333333333333334
635,1,0.5333333333333333
635,2,0.3076923076923077
635,3,0.6666666666666666
636,1,0.9375
636,2,0.75
636,3,1
637,1,0.6
637,2,0.4
637,3,1
638,1,0.9375
638,2,0.75
638,3,1
639,1,0.6
639,2,0.4
639,3,0.6
640,1,0.9333333333333333
640,2,0.8
640,3,1
641,1,0.8333333333333334
641,2,0.75
641,3,0.6666666666666666
642,1,0.9375
642,2,0.75
642,3,1
643,1,1
643,2,0.5714285714285714
643,3,0.5
644,1,0.6
644,2,0.4
644,3,1
645,1,1
645,2,1
645,3,1
646,1,0.5333333333333333
646,2,0.36363636363636365
646,3,1
647,1,1
647,2,1
647,3,1
648,1,0.7894736842105263
648,2,0.21052631578947367
648,3,0.8333333333333334
649,1,0.7333333333333333
649,2,0.5
649,3,1
650,1,0.6666666666666666
650,2,0.4444444444444444
650,3,1
651,1,0.6
651,2,0.4
651,3,1
652,1,0.9375
652,2,0.75
652,3,1
653,1,0.7894736842105263
653,2,0.75
653,3,0.5
654,1,1
654,2,1
654,3,1
655,1,1
655,2,1
655,3,1
656,1,1
656,2,1
656,3,1
657,1,0.8823529411764706
657,2,0.2222222222222222
657,3,0.625
658,1,0.5333333333333333
658,2,0.3076923076923077
658,3,0.6666666666666666
659,1,0.8823529411764706
659,2,1
659,3,0.6666666666666666
660,1,0.9333333333333333
660,2,0.8
660,3,1
661,1,0.8666666666666667
661,2,0.5714285714285714
661,3,0.8333333333333334
662,1,0.9375
662,2,0.75
662,3,1
663,1,0.4666666666666667
663,2,0.26666666666666666
663,3,0.5
664,1,0.8333333333333334
664,2,0.75
664,3,0.6666666666666666
665,1,0.8823529411764706
665,2,1
665,3,0.6666666666666666
666,1,0.5333333333333333
666,2,0.36363636363636365
666,3,1
667,1,0.7894736842105263
667,2,0.21052631578947367
667,3,0.8333333333333334
668,1,0.9375
668,2,0.375
668,3,0.4444444444444444
669,1,0.9375
669,2,0.75
669,3,1
670,1,1
670,2,1
670,3,1
671,1,0.6666666666666666
671,2,0.3333333333333333
671,3,0.5
672,1,1
672,2,1
672,3,1
673,1,0.6
673,2,0.4
673,3,1
674,1,0.6666666666666666
674,2,0.4444444444444444
674,3,1
675,1,0.5333333333333333
675,2,0.36363636363636365
675,3,1
676,1,0.6666666666666666
676,2,0.4444444444444444
676,3,1
677,1,0.6666666666666666
677,2,0.4444444444444444
677,3,1
678,1,0.6
678,2,0.3333333333333333
678,3,0.6666666666666666
679,1,1
679,2,1
679,3,1
680,1,0.6666666666666666
680,2,0.3333333333333333
680,3,0.5
681,1,0.9375
681,2,0.75
681,3,1
682,1,0.5333333333333333
682,2,0.36363636363636365
682,3,1
683,1,0.6
683,2,0.3076923076923077
683,3,0.5
684,1,0.6666666666666666
684,2,0.4444444444444444
684,3,1
685,1,0.7894736842105263
685,2,0.21052631578947367
685,3,0.8333333333333334
686,1,0.9333333333333333
686,2,0.8
686,3,1
687,1,0.8823529411764706
687,2,0.75
687,3,0.8333333333333334
688,1,0.8333333333333334
688,2,0.75
688,3,0.6666666666666666
689,1,0.6
689,2,0.4
689,3,1
690,1,0.8823529411764706
690,2,1
690,3,0.6666666666666666
691,1,0.5333333333333333
691,2,0.36363636363636365
691,3,1
692,1,0.6
692,2,0.4
692,3,1
693,1,0.6666666666666666
693,2,0.4444444444444444
693,3,1
694,1,0.6
694,2,0.4
694,3,1
695,1,0.6
695,2,0.4
695,3,1
696,1,0.5333333333333333
696,2,0.36363636363636365
696,3,1
697,1,0.6
697,2,0.3
697,3,0.8571428571428571
698,1,0.6
698,2,0.4
698,3,1
699,1,0.6666666666666666
699,2,0.3333333333333333
699,3,0.5
700,1,1
700,2,1
700,3,1
701,1,0.6666666666666666
701,2,0.4444444444444444
701,3,1
702,1,0.6666666666666666
702,2,0.3333333333333333
702,3,0.5
703,1,0.6
703,2,0.4
703,3,1
704,1,0.8235294117647058
704,2,0.6666666666666666
704,3,0.5
705,1,0.7333333333333333
705,2,0.5
705,3,1
706,1,0.9375
706,2,0.75
706,3,1
707,1,0.9333333333333333
707,2,0.8
707,3,1
708,1,0.5333333333333333
708,2,0.3333333333333333
708,3,0.8333333333333334
709,1,1
709,2,1
709,3,1
710,1,0.9375
710,2,0.75
710,3,1
711,1,0.6666666666666666
711,2,0.4444444444444444
711,3,1
712,1,0.9375
712,2,0.75
712,3,1
713,1,0.8823529411764706
713,2,1
713,3,0.6666666666666666
714,1,1
714,2,1
714,3,1
715,1,0.9375
715,2,0.75
715,3,1
716,1,0.6
716,2,0.3333333333333333
716,3,0.6666666666666666
717,1,0.5333333333333333
717,2,0.36363636363636365
717,3,1
718,1,0.6666666666666666
718,2,0.4444444444444444
718,3,1
719,1,1
719,2,1
719,3,1
720,1,0.9333333333333333
720,2,0.8
720,3,1
721,1,0.6
721,2,0.3076923076923077
721,3,0.5
722,1,0.5333333333333333
722,2,0.36363636363636365
722,3,1
723,1,0.6
723,2,0.4
723,3,1
724,1,0.6666666666666666
724,2,0.4444444444444444
724,3,1
725,1,0.6
725,2,0.4
725,3,1
726,1,0.875
726,2,0.5714285714285714
726,3,0.5
727,1,0.6
727,2,0.4
727,3,1
728,1,0.8
728,2,0.5714285714285714
728,3,1
729,1,0.6
729,2,0.3076923076923077
729,3,0.5
730,1,0.6666666666666666
730,2,0.4444444444444444
730,3,1
731,1,0.5333333333333333
731,2,0.36363636363636365
731,3,1
732,1,0.9375
732,2,0.75
732,3,1
733,1,0.5333333333333333
733,2,0.36363636363636365
733,3,1
734,1,0.8823529411764706
734,2,0.2222222222222222
734,3,0.625
735,1,1
735,2,1
735,3,1
736,1,0.5333333333333333
736,2,0.36363636363636365
736,3,1
737,1,1
737,2,1
737,3,1
738,1,0.5333333333333333
738,2,0.2857142857142857
738,3,0.5
739,1,1
739,2,0.8
739,3,0.8333333333333334
740,1,0.9375
740,2,0.75
740,3,1
741,1,0.6
741,2,0.5
741,3,0.42857142857142855
742,1,0.9375
742,2,0.75
742,3,1
743,1,1
743,2,1
743,3,1
744,1,0.5333333333333333
744,2,0.36363636363636365
744,3,1
745,1,0.9375
745,2,0.6666666666666666
745,3,0.5
746,1,0.47058823529411764
746,2,0.5
746,3,0.26666666666666666
747,1,0.5333333333333333
747,2,0.36363636363636365
747,3,1
748,1,0.6666666666666666
748,2,0.4444444444444444
748,3,1
749,1,0.5333333333333333
749,2,0.36363636363636365
749,3,1
750,1,1
750,2,0.5714285714285714
750,3,0.5
751,1,0.9333333333333333
751,2,0.8
751,3,1
752,1,0.8333333333333334
752,2,0.15789473684210525
752,3,0.7142857142857143
753,1,0.9375
753,2,0.75
753,3,1
754,1,0.9375
754,2,0.75
754,3,1
755,1,0.8666666666666667
755,2,0.6666666666666666
755,3,1
756,1,1
756,2,0.5714285714285714
756,3,0.5
757,1,1
757,2,1
757,3,1
758,1,0.5333333333333333
758,2,0.3333333333333333
758,3,0.8333333333333334
759,1,0.5333333333333333
759,2,0.36363636363636365
759,3,1
760,1,0.6666666666666666
760,2,0.3333333333333333
760,3,0.5
761,1,0.5333333333333333
761,2,0.5
761,3,0.4
762,1,0.6
762,2,0.3076923076923077
762,3,0.5
763,1,1
763,2,0.4444444444444444
763,3,0.5
764,1,1
764,2,0.5714285714285714
764,3,0.5
765,1,0.5333333333333333
765,2,0.3076923076923077
765,3,0.6666666666666666
766,1,0.5333333333333333
766,2,0.36363636363636365
766,3,1
767,1,1
767,2,1
767,3,1
768,1,1
768,2,1
768,3,1
769,1,0.6666666666666666
769,2,0.4444444444444444
769,3,1
770,1,0.9375
770,2,0.75
770,3,1
771,1,0.5333333333333333
771,2,0.36363636363636365
771,3,1
772,1,0.7894736842105263
772,2,0.21052631578947367
772,3,0.8333333333333334
773,1,0.9333333333333333
773,2,0.8
773,3,1
774,1,0.47368421052631576
774,2,0.3076923076923077
774,3,1
775,1,0.9375
775,2,0.42857142857142855
775,3,0.5
776,1,0.6
776,2,0.3076923076923077
776,3,0.5
777,1,0.9375
777,2,0.75
777,3,1
778,1,0.6
778,2,0.4
778,3,1
779,1,0.6
779,2,0.3333333333333333
779,3,0.6666666666666666
780,1,0.9333333333333333
780,2,0.8
780,3,1
781,1,0.6666666666666666
781,2,0.4444444444444444
781,3,1
782,1,0.4666666666666667
782,2,0.3333333333333333
782,3,1
783,1,0.5333333333333333
783,2,0.36363636363636365
783,3,1
784,1,0.7894736842105263
784,2,0.21052631578947367
784,3,0.8333333333333334
785,1,0.6
785,2,0.4
785,3,1
786,1,0.6666666666666666
786,2,0.4444444444444444
786,3,1
787,1,0.5333333333333333
787,2,0.2727272727272727
787,3,0.8571428571428571
788,1,0.9375
788,2,0.75
788,3,1
789,1,0.5333333333333333
789,2,0.36363636363636365
789,3,1
790,1,0.8823529411764706
790,2,0.2222222222222222
790,3,0.625
791,1,0.6666666666666666
791,2,0.4444444444444444
791,3,1
792,1,0.8823529411764706
792,2,0.2857142857142857
792,3,0.5
793,1,0.5333333333333333
793,2,0.3076923076923077
793,3,0.6666666666666666
794,1,0.8666666666666667
794,2,0.4444444444444444
794,3,0.5
795,1,1
795,2,1
795,3,1
796,1,0.8823529411764706
796,2,0.2857142857142857
796,3,0.5
797,1,0.6
797,2,0.3076923076923077
797,3,0.5
798,1,0.6
798,2,0.4
798,3,1
799,1,0.9375
799,2,0.75
799,3,1
800,1,0.75
800,2,0.75
800,3,0.3333333333333333
801,1,0.8666666666666667
801,2,0.4
801,3,0.3333333333333333
802,1,0.6666666666666666
802,2,0.3333333333333333
802,3,0.5
803,1,1
803,2,1
803,3,1
804,1,0.7333333333333333
804,2,0.5
804,3,1
805,1,1
805,2,1
805,3,1
806,1,1
806,2,1
806,3,1
807,1,0.9375
807,2,0.75
807,3,1
808,1,0.6666666666666666
808,2,0.36363636363636365
808,3,0.6666666666666666
809,1,0.5333333333333333
809,2,0.36363636363636365
809,3,1
810,1,0.6666666666666666
810,2,0.4
810,3,0.8333333333333334
811,1,0.6
811,2,0.3076923076923077
811,3,0.5
812,1,0.9375
812,2,0.75
812,3,1
813,1,0.5333333333333333
813,2,0.36363636363636365
813,3,1
814,1,0.9375
814,2,0.75
814,3,1
815,1,0.5333333333333333
815,2,0.2857142857142857
815,3,0.5
816,1,0.8823529411764706
816,2,0.2857142857142857
816,3,0.5
817,1,0.6
817,2,0.4
817,3,1
818,1,0.6666666666666666
818,2,0.3333333333333333
818,3,0.5
819,1,0.6
819,2,0.4
819,3,1
820,1,0.8333333333333334
820,2,0.75
820,3,0.6666666666666666
821,1,0.5333333333333333
821,2,0.36363636363636365
821,3,1
822,1,0.9375
822,2,0.75
822,3,1
823,1,0.6666666666666666
823,2,0.4
823,3,0.8333333333333334
824,1,0.6666666666666666
824,2,0.36363636363636365
824,3,0.6666666666666666
825,1,0.5333333333333333
825,2,0.2
825,3,0.75
826,1,1
826,2,0.5714285714285714
826,3,0.5
827,1,0.9375
827,2,0.75
827,3,1
828,1,0.5333333333333333
828,2,0.36363636363636365
828,3,1
829,1,0.6
829,2,0.4
829,3,1
830,1,0.6666666666666666
830,2,0.3333333333333333
830,3,0.5
831,1,0.7894736842105263
831,2,0.21052631578947367
831,3,0.8333333333333334
832,1,0.8823529411764706
832,2,0.2857142857142857
832,3,0.5
833,1,1
833,2,1
833,3,1
834,1,0.6666666666666666
834,2,0.36363636363636365
834,3,0.6666666666666666
835,1,0.6
835,2,0.4
835,3,1
836,1,0.8823529411764706
836,2,0.5
836,3,1
837,1,0.9375
837,2,0.75
837,3,1
838,1,1
838,2,0.5714285714285714
838,3,0.5
839,1,1
839,2,1
839,3,1
840,1,0.9333333333333333
840,2,0.6666666666666666
840,3,0.8333333333333334
841,1,0.9375
841,2,0.75
841,3,1
842,1,0.6
842,2,0.4
842,3,1
843,1,0.5333333333333333
843,2,0.36363636363636365
843,3,1
844,1,0.9375
844,2,0.75
844,3,1
845,1,0.7333333333333333
845,2,0.5
845,3,1
846,1,0.9375
846,2,0.75
846,3,1
847,1,0.5333333333333333
847,2,0.36363636363636365
847,3,1
848,1,0.6666666666666666
848,2,0.4444444444444444
848,3,1
849,1,0.7333333333333333
849,2,0.5
849,3,1
850,1,0.8823529411764706
850,2,0.2222222222222222
850,3,0.625
851,1,0.6666666666666666
851,2,0.4444444444444444
851,3,1
852,1,0.9375
852,2,0.75
852,3,1
853,1,0.9375
853,2,0.75
853,3,1
854,1,1
854,2,1
854,3,1
855,1,0.6666666666666666
855,2,0.4444444444444444
855,3,1
856,1,1
856,2,1
856,3,1
857,1,0.6
857,2,0.36363636363636365
857,3,0.8333333333333334
858,1,0.5294117647058824
858,2,0.8
858,3,0.25
859,1,0.8
859,2,0.6666666666666666
859,3,0.8571428571428571
860,1,0.5333333333333333
860,2,0.36363636363636365
860,3,1
861,1,0.6666666666666666
861,2,0.3333333333333333
861,3,0.5
862,1,1
862,2,1
862,3,1
863,1,0.7894736842105263
863,2,0.21052631578947367
863,3,0.8333333333333334
864,1,0.8823529411764706
864,2,0.2857142857142857
864,3,0.5
865,1,1
865,2,1
865,3,1
866,1,0.6
866,2,0.3333333333333333
866,3,0.6666666666666666
867,1,1
867,2,0.5714285714285714
867,3,0.5
868,1,0.8823529411764706
868,2,0.2857142857142857
868,3,0.5
869,1,0.6
869,2,0.4
869,3,1
870,1,1
870,2,1
870,3,1
871,1,0.9375
871,2,0.75
871,3,1
872,1,0.8333333333333334
872,2,0.75
872,3,0.6666666666666666
873,1,0.6666666666666666
873,2,0.3333333333333333
873,3,0.5
874,1,0.6
874,2,0.3076923076923077
874,3,0.5
875,1,0.9375
875,2,0.75
875,3,1
876,1,0.9375
876,2,0.75
876,3,1
877,1,0.9333333333333333
877,2,0.8
877,3,1
878,1,0.8333333333333334
878,2,0.75
878,3,0.6666666666666666
879,1,0.5
879,2,0.75
879,3,0.3333333333333333
880,1,0.6666666666666666
880,2,0.4444444444444444
880,3,1
881,1,0.6
881,2,0.4
881,3,1
882,1,0.9333333333333333
882,2,0.8
882,3,1
883,1,0.8823529411764706
883,2,0.2857142857142857
883,3,0.5
884,1,0.9375
884,2,0.75
884,3,1
885,1,0.5333333333333333
885,2,0.36363636363636365
885,3,1
886,1,0.6666666666666666
886,2,0.4444444444444444
886,3,1
887,1,0.6
887,2,0.3333333333333333
887,3,0.6666666666666666
888,1,0.6
888,2,0.3076923076923077
888,3,0.5
889,1,0.8823529411764706
889,2,1
889,3,0.6666666666666666
890,1,0.7333333333333333
890,2,0.5
890,3,1
891,1,1
891,2,0.8
891,3,0.8333333333333334
892,1,0.9375
892,2,0.75
892,3,1
893,1,0.8823529411764706
893,2,0.2857142857142857
893,3,0.5
894,1,0.5333333333333333
894,2,0.3333333333333333
894,3,0.8333333333333334
895,1,0.7333333333333333
895,2,0.5
895,3,1
896,1,0.7894736842105263
896,2,0.21052631578947367
896,3,0.8333333333333334
897,1,0.8823529411764706
897,2,1
897,3,0.6666666666666666
898,1,0.5333333333333333
898,2,0.36363636363636365
898,3,1
899,1,0.9333333333333333
899,2,0.4
899,3,0.45454545454545453
900,1,0.9375
900,2,0.3333333333333333
900,3,0.5555555555555556
901,1,0.5333333333333333
901,2,0.2727272727272727
901,3,0.8571428571428571
902,1,0.5333333333333333
902,2,0.36363636363636365
902,3,1
903,1,0.6666666666666666
903,2,0.4
903,3,0.8333333333333334
904,1,1
904,2,1
904,3,1
905,1,0.9375
905,2,0.75
905,3,1
906,1,0.5333333333333333
906,2,0.2857142857142857
906,3,0.5
907,1,0.6
907,2,0.3076923076923077
907,3,0.5
908,1,0.5333333333333333
908,2,0.36363636363636365
908,3,1
909,1,1
909,2,1
909,3,1
910,1,0.8235294117647058
910,2,0.8
910,3,0.6666666666666666
911,1,0.6
911,2,0.4
911,3,1
912,1,0.9375
912,2,0.3333333333333333
912,3,0.5555555555555556
913,1,0.8823529411764706
913,2,0.2857142857142857
913,3,0.5
914,1,0.6
914,2,0.4
914,3,1
915,1,0.5333333333333333
915,2,0.36363636363636365
915,3,1
916,1,0.8823529411764706
916,2,1
916,3,0.6666666666666666
917,1,0.6
917,2,0.4
917,3,1
918,1,0.6
918,2,0.3076923076923077
918,3,0.5
919,1,0.7894736842105263
919,2,0.21052631578947367
919,3,0.8333333333333334
920,1,0.6666666666666666
920,2,0.4444444444444444
920,3,1
921,1,0.8823529411764706
921,2,1
921,3,0.6666666666666666
922,1,1
922,2,1
922,3,1
923,1,0.6666666666666666
923,2,0.3333333333333333
923,3,0.5
924,1,0.5333333333333333
924,2,0.36363636363636365
924,3,1
925,1,0.9333333333333333
925,2,0.8
925,3,1
926,1,0.8333333333333334
926,2,0.75
926,3,0.6666666666666666
927,1,0.6
927,2,0.4
927,3,1
928,1,0.9375
928,2,0.75
928,3,1
929,1,0.9375
929,2,0.75
929,3,1
930,1,0.5333333333333333
930,2,0.36363636363636365
930,3,1
931,1,0.9375
931,2,0.75
931,3,1
932,1,0.6
932,2,0.5
932,3,0.42857142857142855
933,1,1
933,2,1
933,3,1
934,1,0.6
934,2,0.4
934,3,1
935,1,0.7894736842105263
935,2,0.21052631578947367
935,3,0.8333333333333334
936,1,0.6666666666666666
936,2,0.4444444444444444
936,3,1
937,1,0.6
937,2,0.4
937,3,1
938,1,0.6
938,2,0.4
938,3,1
939,1,0.7894736842105263
939,2,0.21052631578947367
939,3,0.8333333333333334
940,1,0.6
940,2,0.4
940,3,1
941,1,0.8823529411764706
941,2,0.2857142857142857
941,3,0.5
942,1,0.8333333333333334
942,2,0.15789473684210525
942,3,0.5
943,1,0.8333333333333334
943,2,1
943,3,0.5
944,1,0.8333333333333334
944,2,0.75
944,3,0.6666666666666666
945,1,0.7333333333333333
945,2,0.5
945,3,1
946,1,0.5294117647058824
946,2,0.2
946,3,0.75
947,1,1
947,2,1
947,3,1
948,1,0.5333333333333333
948,2,0.2
948,3,0.75
949,1,0.5333333333333333
949,2,0.2857142857142857
949,3,0.5
950,1,0.5333333333333333
950,2,0.3076923076923077
950,3,0.6666666666666666
951,1,0.5333333333333333
951,2,0.36363636363636365
951,3,1
952,1,0.9333333333333333
952,2,0.8
952,3,1
953,1,1
953,2,1
953,3,1
954,1,0.6666666666666666
954,2,0.3333333333333333
954,3,0.5
955,1,1
955,2,1
955,3,1
956,1,0.6666666666666666
956,2,0.4444444444444444
956,3,1
957,1,0.9333333333333333
957,2,0.8
957,3,1
958,1,0.5333333333333333
958,2,0.2857142857142857
958,3,0.5
959,1,1
959,2,1
959,3,1
960,1,0.9375
960,2,0.75
960,3,1
961,1,0.5333333333333333
961,2,0.36363636363636365
961,3,1
962,1,0.7894736842105263
962,2,0.21052631578947367
962,3,0.8333333333333334
963,1,0.6666666666666666
963,2,0.4444444444444444
963,3,1
964,1,0.8823529411764706
964,2,1
964,3,0.6666666666666666
965,1,0.5333333333333333
965,2,0.3076923076923077
965,3,0.6666666666666666
966,1,0.45454545454545453
966,2,0.23529411764705882
966,3,0.5
967,1,0.5333333333333333
967,2,0.36363636363636365
967,3,1
968,1,1
968,2,0.4444444444444444
968,3,0.5
969,1,0.5333333333333333
969,2,0.2857142857142857
969,3,0.5
970,1,0.6
970,2,0.4
970,3,1
971,1,0.8823529411764706
971,2,0.2222222222222222
971,3,0.625
972,1,0.8333333333333334
972,2,0.75
972,3,0.6666666666666666
973,1,0.5333333333333333
973,2,0.36363636363636365
973,3,1
974,1,1
974,2,1
974,3,1
975,1,0.8823529411764706
975,2,0.2222222222222222
975,3,0.625
976,1,1
976,2,1
976,3,1
977,1,0.6
977,2,0.3076923076923077
