variable,wavenumber,VIP_comp1,VIP_comp2,VIP_comp3,VIP_max
wn_3016.84,3016.84,1.165736964736519,0.936334288172377,0.9886339846680523,1.165736964736519
wn_1665.73,1665.73,0.29577793510822464,1.1654752351970283,1.1233562186730137,1.1654752351970283
wn_2964.72,2964.72,1.1640729473015738,0.9334101280868788,0.8994201146961761,1.1640729473015738
wn_1484.29,1484.29,1.1636903290259721,0.9813855356394798,1.059470191188341,1.1636903290259721
wn_1609.75,1609.75,0.9344310881471533,1.1628208433163996,1.1043653346218592,1.1628208433163996
wn_1698.54,1698.54,1.162637993816469,1.1329156194011734,1.1393000879721418,1.162637993816469
wn_1632.91,1632.91,0.1014119311501598,1.1621529787516987,1.1207934018122199,1.1621529787516987
wn_1696.61,1696.61,1.1620650997205038,1.1549275772709524,1.1554413343289034,1.1620650997205038
wn_1663.8,1663.8,0.29528764997918544,1.1606295325529876,1.1177436811194212,1.1606295325529876
wn_3018.77,3018.77,1.1593351252354185,0.9325990093874859,0.986154514107976,1.1593351252354185
wn_1634.84,1634.84,0.15500109793720918,1.1587651761233881,1.1172643685947201,1.1587651761233881
wn_878.22,878.22,1.1572733319786421,0.9284528961346343,0.8885732975421875,1.1572733319786421
wn_1661.87,1661.87,0.3058105620915326,1.1569300822737147,1.1135589100563599,1.1569300822737147
wn_1636.77,1636.77,0.20172778221709936,1.1560245953042854,1.114301970930334,1.1560245953042854
wn_2962.79,2962.79,1.155943081795033,0.9267652939771736,0.8922071668563644,1.155943081795033
wn_1289.35,1289.35,1.1556664524514602,1.1327129285937005,1.0788420179634588,1.1556664524514602
wn_3020.7,3020.7,1.154282628605966,0.9301563775744891,0.9841623101909807,1.154282628605966
wn_1659.94,1659.94,0.32165123263695794,1.154222420903771,1.1105740677393388,1.154222420903771
wn_1185.12,1185.12,1.1541269557744833,1.122167809776081,1.064807021406569,1.1541269557744833
wn_1638.7,1638.7,0.24202454055937803,1.1534728345080327,1.1113979900599988,1.1534728345080327
wn_1658.01,1658.01,0.3395807632678024,1.1524643946937256,1.1087192907876278,1.1524643946937256
wn_1656.08,1656.08,0.3583565001743889,1.1513308252206846,1.1075863481498864,1.1513308252206846
wn_1700.47,1700.47,1.1512235647855036,1.1040213601112416,1.1180519624291894,1.1512235647855036
wn_1640.63,1640.63,0.2778425838256972,1.1511024431052763,1.1085825644434641,1.1511024431052763
wn_3022.63,3022.63,1.1504343022370274,0.9288612059465049,0.9826214046566997,1.1504343022370274
wn_1654.15,1654.15,0.37555032076336886,1.1502862315040492,1.106512553268204,1.1502862315040492
wn_1642.56,1642.56,0.3103079776141887,1.149221850339331,1.1062552913305614,1.149221850339331
wn_1652.22,1652.22,0.3860865085906928,1.1490990633050242,1.1052317995976042,1.1490990633050242
wn_1573.08,1573.08,0.8762095816172157,1.148742594275939,1.1228890682588932,1.148742594275939
wn_2960.86,2960.86,1.1482917625545677,0.9204233112683776,0.8854461371480609,1.1482917625545677
wn_1650.29,1650.29,0.38626062497957486,1.1481602901991312,1.104265829130673,1.1481602901991312
wn_1644.49,1644.49,0.3388077934041279,1.148095288113622,1.1047609971130226,1.148095288113622
wn_1648.35,1648.35,0.3774893321163153,1.1477305776063595,1.103941466057969,1.1477305776063595
wn_1646.42,1646.42,0.3615715390782109,1.1476911565138663,1.1040927468798492,1.1476911565138663
wn_3024.56,3024.56,1.1476030341017474,0.9285416536712542,0.9814757711336575,1.1476030341017474
wn_1607.82,1607.82,1.041630220873701,1.1467203903891106,1.0857691618446428,1.1467203903891106
wn_1488.15,1488.15,1.1461017085325413,0.929496551624609,1.0784823726072865,1.1461017085325413
wn_3026.49,3026.49,1.1456344847703475,0.9290539354270393,0.980711295956876,1.1456344847703475
wn_1482.36,1482.36,1.144509487908217,0.9801014877427039,1.0499138700984074,1.144509487908217
wn_3028.42,3028.42,1.144405014904141,0.9302653767870324,0.9803541027967577,1.144405014904141
wn_3030.35,3030.35,1.1437678079155562,0.9320068314231932,0.9804094549925662,1.1437678079155562
wn_3036.14,3036.14,1.1436301189476914,0.9386407384269706,0.982368571968902,1.1436301189476914
wn_3034.21,3034.21,1.1435651205992676,0.9363404202735014,0.98151770455369,1.1435651205992676
wn_3032.28,3032.28,1.1435469589248697,0.9340858728298789,0.9808269007963405,1.1435469589248697
wn_3038.07,3038.07,1.1435211945955117,0.9408671538386558,0.983240552027702,1.1435211945955117
wn_3040,3040,1.1430027603394208,0.9429125428029583,0.9839858699006375,1.1430027603394208
wn_3041.93,3041.93,1.141851425067198,0.9446915351115787,0.9844930860201784,1.141851425067198
wn_1492.01,1492.01,0.9707901337832191,0.8010620763536782,1.1414014535285144,1.1414014535285144
wn_2958.93,2958.93,1.1407558690588118,0.9141240134615122,0.8788751331848501,1.1407558690588118
wn_3043.86,3043.86,1.1399054664833341,0.9461438657168658,0.9847293313495072,1.1399054664833341
wn_3045.79,3045.79,1.13712981057042,0.9472604022210692,0.9847360697264821,1.13712981057042
wn_1605.89,1605.89,1.1343616424644707,1.1305699152060513,1.0679853949202505,1.1343616424644707
wn_3047.72,3047.72,1.1336036653944657,0.9480810221059606,0.9845795099452094,1.1336036653944657
wn_1121.42,1121.42,0.9014642401459056,1.1329795456370004,1.069031520824912,1.1329795456370004
wn_2957,2957,1.1329218001332872,0.9075681541598163,0.8721965563937719,1.1329218001332872
wn_1291.28,1291.28,1.1310752984546546,1.1248510688809403,1.0714223286903768,1.1310752984546546
wn_3049.65,3049.65,1.129467462176517,0.9486712860012145,0.9843319715882063,1.129467462176517
wn_1702.4,1702.4,1.12837999287719,1.0664241078243992,1.08990194563252,1.12837999287719
wn_1575.01,1575.01,1.0698345554276116,1.1258708740399963,1.084892073936246,1.1258708740399963
wn_3051.58,3051.58,1.1248767344857198,0.9491013324076967,0.9840803459950924,1.1248767344857198
wn_2955.07,2955.07,1.1243572739699645,0.9004379612074266,0.8650925815322326,1.1243572739699645
wn_3053.51,3053.51,1.119962995697948,0.9494302759337154,0.9838961949073578,1.119962995697948
wn_1293.21,1293.21,1.101376154544582,1.115540902772546,1.062700621637001,1.115540902772546
wn_3055.44,3055.44,1.1148397737295526,0.9497066596486874,0.983811660734959,1.1148397737295526
wn_2953.14,2953.14,1.1146071053781343,0.892392131550601,0.8572132996173132,1.1146071053781343
wn_1480.43,1480.43,1.111645863346683,0.9641899051593577,1.0370559443511227,1.111645863346683
wn_3057.37,3057.37,1.109627904379821,0.9499828679483432,0.9838361485608944,1.109627904379821
wn_1295.14,1295.14,1.0671322942340309,1.1052725021611949,1.05306881089442,1.1052725021611949
wn_1183.19,1183.19,1.0922461531088552,1.10474505921665,1.0473451528739024,1.10474505921665
wn_3059.3,3059.3,1.1044217504236957,0.950316116427203,0.9839646881076555,1.1044217504236957
wn_2951.21,2951.21,1.1032673394934895,0.8831222700622539,0.8482294719021671,1.1032673394934895
wn_1399.36,1399.36,1.1024213321083358,0.9063807048305641,1.0024889351862947,1.1024213321083358
wn_1401.29,1401.29,1.1013141501569323,0.907409277571853,1.001839914302072,1.1013141501569323
wn_1490.08,1490.08,1.0922415128404832,0.8739345446981795,1.100270449891528,1.100270449891528
wn_1397.43,1397.43,1.1000597149909612,0.9037845647004534,1.0012174189982972,1.1000597149909612
wn_3061.23,3061.23,1.0992618220289414,0.9507477034041211,0.9841762651985465,1.0992618220289414
wn_1403.22,1403.22,1.0960406131103702,0.9062540000096382,0.9991343172916591,1.0960406131103702
wn_1395.5,1395.5,1.0956883122754284,0.9009139258010304,0.9985733524510896,1.0956883122754284
wn_1123.35,1123.35,0.7936169674082477,1.0952984704120332,1.033189025752438,1.0952984704120332
wn_1297.07,1297.07,1.028819892150962,1.0944169943772362,1.042841524442882,1.0944169943772362
wn_3063.16,3063.16,1.0942273003274785,0.951299771355106,0.9844629374686756,1.0942273003274785
wn_1393.57,1393.57,1.0903318838476708,0.89869414403473,0.9950927750849541,1.0903318838476708
wn_2949.28,2949.28,1.090068291204809,0.8724169138693317,0.8379013471167763,1.090068291204809
wn_1704.33,1704.33,1.089829021783905,1.0159782886530195,1.051582418965674,1.089829021783905
wn_3065.09,3065.09,1.0894810793332654,0.9519710041908643,0.9848335806874311,1.0894810793332654
wn_1405.15,1405.15,1.0865147498536714,0.9028801450158697,0.9944716515673118,1.0865147498536714
wn_1181.26,1181.26,1.0165175933970922,1.0854454858754519,1.0280679224541656,1.0854454858754519
wn_3067.02,3067.02,1.0851050435749101,0.9526963539875128,0.9852535641946291,1.0851050435749101
wn_1391.64,1391.64,1.083667384861265,0.8969118916138379,0.9908689957535165,1.083667384861265
wn_1299,1299,0.9866979360019557,1.0831114112963538,1.0321739259224103,1.0831114112963538
wn_3068.95,3068.95,1.080956320274557,0.9533321021570612,0.9856221139887986,1.080956320274557
wn_3070.88,3070.88,1.0767888000843584,0.9537168901642812,0.9858475238982101,1.0767888000843584
wn_2947.35,2947.35,1.0748734043070933,0.8601618335147304,0.8260902447861552,1.0748734043070933
wn_1389.71,1389.71,1.074479966984062,0.8946356761062242,0.985612280656991,1.074479966984062
wn_3072.81,3072.81,1.0724702701200057,0.9537400304821455,0.9859160358607222,1.0724702701200057
wn_1407.09,1407.09,1.0722730041368238,0.8969695937394803,0.987742556174943,1.0722730041368238
wn_1300.93,1300.93,0.941096618453281,1.0714091794470173,1.0211708026343262,1.0714091794470173
wn_1158.09,1158.09,0.3217300658697849,1.0700098420872894,1.0119167841195287,1.0700098420872894
wn_1478.5,1478.5,1.0681675361737362,0.9364608627628745,1.0209657105679282,1.0681675361737362
wn_3074.74,3074.74,1.0680540197147605,0.9533652400997054,0.9858830843818143,1.0680540197147605
wn_1160.02,1160.02,0.2822754791748789,1.067684832955285,1.009457342805467,1.067684832955285
wn_1156.16,1156.16,0.33721677258785543,1.0662930576773224,1.0084357201504666,1.0662930576773224
wn_1179.33,1179.33,0.9250728043846875,1.0651428108590848,1.0078108868009252,1.0651428108590848
wn_3076.67,3076.67,1.063681095556482,0.9526036196987401,0.9858083420255496,1.063681095556482
wn_1387.78,1387.78,1.0616260336078578,0.8910566191814862,0.9789891736471205,1.0616260336078578
wn_1161.96,1161.96,0.21833230283193875,1.060004124602638,1.0017316766721118,1.060004124602638
wn_1302.86,1302.86,0.8927338039023367,1.059438893760079,1.0099994145664932,1.059438893760079
wn_3078.6,3078.6,1.0593823000039255,0.9514459887807254,0.9856796198922347,1.0593823000039255
wn_2945.42,2945.42,1.0576391510229894,0.8463119394289769,0.8127368222641682,1.0576391510229894
wn_1154.23,1154.23,0.3298339364360617,1.0564110354346876,0.9989030385381883,1.0564110354346876
wn_3080.53,3080.53,1.054928628659397,0.9498110172598342,0.9853787064678555,1.054928628659397
wn_1125.28,1125.28,0.6704667590362292,1.0541372901309414,0.9941335359085046,1.0541372901309414
wn_1409.02,1409.02,1.0526466983453475,0.887970171159127,0.9788035987308092,1.0526466983453475
wn_3082.46,3082.46,1.0499043865024986,0.9475785050045902,0.9847342960361042,1.0499043865024986
wn_1163.89,1163.89,0.13012545776045883,1.0483031359372632,0.9900665062758981,1.0483031359372632
wn_1304.79,1304.79,0.8427913678949056,1.0474080419782985,0.9988892019679882,1.0474080419782985
wn_876.29,876.29,1.0453894245940818,0.8375745343656948,0.8158400801797515,1.0453894245940818
wn_1177.4,1177.4,0.8168041759136635,1.0453359125316992,0.9880338152269439,1.0453359125316992
wn_1385.85,1385.85,1.0448640231519206,0.8861785213899118,0.9710155826109218,1.0448640231519206
wn_3084.39,3084.39,1.0439546868975915,0.9446981364240455,0.9836306206076745,1.0439546868975915
wn_1152.3,1152.3,0.3014639830969207,1.0408146581772102,0.9837760335706726,1.0408146581772102
wn_2943.49,2943.49,1.038406842568622,0.8308888336856733,0.7978590472712974,1.038406842568622
wn_3086.32,3086.32,1.0369142086454526,0.941222452814103,0.9820598574794361,1.0369142086454526
wn_1306.72,1306.72,0.7928053847310615,1.0355205779196404,0.9880659835863894,1.0355205779196404
wn_1165.82,1165.82,0.019138671711523534,1.0346704147525454,0.9765413676935164,1.0346704147525454
wn_1410.95,1410.95,1.0287940008481469,0.876793485566921,0.9683817640333678,1.0287940008481469
wn_3088.25,3088.25,1.02874973049823,0.9372291449796617,0.9800931683373786,1.02874973049823
wn_1706.26,1706.26,1.0285153927799715,0.9465113564232533,0.9982728079732978,1.0285153927799715
wn_1175.47,1175.47,0.6920218114883786,1.0281355511582397,0.9708131429350281,1.0281355511582397
wn_1383.92,1383.92,1.0249681515288431,0.8807992897793583,0.9622045768931643,1.0249681515288431
wn_1308.65,1308.65,0.7445931485670527,1.0239539145203018,0.9777304256006968,1.0239539145203018
wn_1167.75,1167.75,0.11120679413360689,1.0218985183970801,0.9639340152399897,1.0218985183970801
wn_1150.37,1150.37,0.25520547523063597,1.020595687618151,0.9641437453016414,1.020595687618151
wn_3090.18,3090.18,1.0195586856743906,0.9328163006733428,0.9778597755365375,1.0195586856743906
wn_2941.56,2941.56,1.0173607539472038,0.8140301331718477,0.7815940562094414,1.0173607539472038
wn_1476.57,1476.57,1.0167211956024271,0.8992843633482474,1.00232134857388,1.0167211956024271
wn_1173.54,1173.54,0.5531684553230068,1.0159413384389213,0.9585282176356448,1.0159413384389213
wn_1169.68,1169.68,0.25517489967239815,1.0130659825146617,0.9552989034490301,1.0130659825146617
wn_1310.58,1310.58,0.7002072083631087,1.0128852509900674,0.9680753037572452,1.0128852509900674
wn_1127.21,1127.21,0.5357750058740957,1.0122992643357487,0.9545607241059885,1.0122992643357487
wn_1171.61,1171.61,0.40519281310912164,1.0107069964894921,0.9531363994150359,1.0107069964894921
wn_3092.11,3092.11,1.009611321822519,0.9281687074913125,0.9755284308293107,1.009611321822519
wn_1412.88,1412.88,1.0037377778646799,0.8659490503594435,0.9579098070318502,1.0037377778646799
wn_1381.99,1381.99,1.0026821184368666,0.8755385524638485,0.9530746515064212,1.0026821184368666
wn_1312.51,1312.51,0.6617837704558064,1.0025006111328916,0.9592910050545539,1.0025006111328916
wn_3094.04,3094.04,0.9992190180573703,0.9234920008518815,0.9732419053515786,0.9992190180573703
wn_1148.44,1148.44,0.1957884105831782,0.9974998740143516,0.9417428477344398,0.9974998740143516
wn_1439.9,1439.9,0.9958199260136357,0.9278287713695313,0.9710541629619343,0.9958199260136357
wn_1441.83,1441.83,0.9955586375143448,0.9204382418535645,0.9701587892645992,0.9955586375143448
wn_2939.63,2939.63,0.9948786698362418,0.7960308518725598,0.764233540215542,0.9948786698362418
wn_1314.44,1314.44,0.6314771473638752,0.9930580539965047,0.9516169931447684,0.9930580539965047
wn_3144.23,3144.23,0.9321840544810185,0.9609386232017691,0.9894389572858419,0.9894389572858419
wn_3146.16,3146.16,0.9279132557567523,0.9618063599916827,0.9893967024864515,0.9893967024864515
wn_3142.3,3142.3,0.934475034261947,0.9592815898752418,0.9889473783619078,0.9889473783619078
wn_3148.09,3148.09,0.9216319823541149,0.9620367680935212,0.9888140831524317,0.9888140831524317
wn_3095.97,3095.97,0.9885471454647358,0.9188876728778248,0.9710796818655,0.9885471454647358
wn_1437.97,1437.97,0.988462562830612,0.9283607720338259,0.9685196019427071,0.988462562830612
wn_3140.37,3140.37,0.935013297785513,0.9568100712210248,0.9879860188401999,0.9879860188401999
wn_3150.02,3150.02,0.9135277871730051,0.9618381711583676,0.9877465341863321,0.9877465341863321
wn_3138.44,3138.44,0.934123158279316,0.9536354128736383,0.9866599143924194,0.9866599143924194
wn_1443.76,1443.76,0.9866404331295616,0.9054548511476166,0.9657144586768126,0.9866404331295616
wn_3151.95,3151.95,0.9039304388443363,0.9613776073852685,0.9862937860284211,0.9862937860284211
wn_3136.51,3136.51,0.9320821485285252,0.9499387954262373,0.9850829575221013,0.9850829575221013
wn_1316.37,1316.37,0.6115329039304886,0.9850383807474027,0.9454549617181244,0.9850383807474027
wn_3153.88,3153.88,0.8931279204972025,0.9607311950065205,0.9845483326471723,0.9845483326471723
wn_3134.58,3134.58,0.9290339460572337,0.9458519798075594,0.9833297411371641,0.9833297411371641
wn_1474.64,1474.64,0.9616649723262723,0.8564852946061671,0.9826762169814299,0.9826762169814299
wn_3155.81,3155.81,0.8812025835502827,0.9598882468476942,0.9825336015201339,0.9825336015201339
wn_3132.65,3132.65,0.9250719771495581,0.94144161158458906,0.981423070164109,0.981423070164109
wn_3157.74,3157.74,0.8681204052283608,0.958810113942861,0.9802179133189686,0.9802179133189686
wn_1414.81,1414.81,0.9800805917606259,0.8575137414097758,0.9485307601422424,0.9800805917606259
wn_3130.72,3130.72,0.9203654003936328,0.9368015213643048,0.979366511813763,0.979366511813763
wn_1318.3,1318.3,0.6035085199240093,0.9789950105057678,0.9412304058236843,0.9789950105057678
wn_1380.06,1380.06,0.9785355763995806,0.8707103054724922,0.9439745041884664,0.9785355763995806
wn_3097.9,3097.9,0.9776250540729439,0.9143818673716598,0.9690846852007052,0.9776250540729439
wn_3159.67,3159.67,0.8539703267581655,0.9575189294902554,0.9776050789850077,0.9776050789850077
wn_3128.79,3128.79,0.9151397177110463,0.9320282809980499,0.9771585581768488,0.9771585581768488
wn_1436.04,1436.04,0.97675468392118725,0.9243724755316545,0.9638044187358701,0.97675468392118725
wn_1320.23,1320.23,0.6068455809419931,0.9750495418951983,0.9389934179639372,0.9750495418951983
wn_3126.86,3126.86,0.9096525736145269,0.9271371337177925,0.9747952653741775,0.9747952653741775
wn_3161.6,3161.6,0.838976414039288,0.9560909685300699,0.9747597145104253,0.9747597145104253
wn_1146.51,1146.51,0.12975982159974164,0.9737691997853333,0.9188016751231878,0.9737691997853333
wn_1129.14,1129.14,0.39678412261484236,0.9737437063144151,0.9182254374709412,0.9737437063144151
wn_1343.39,1343.39,0.844677468096875,0.9731790117640853,0.9574323999878538,0.9731790117640853
wn_1345.32,1345.32,0.8563451305628128,0.972976580789727,0.9584435146984731,0.972976580789727
wn_1322.16,1322.16,0.618875690882691,0.9727329763470018,0.9383197420498637,0.9727329763470018
wn_3124.93,3124.93,0.9043155309928119,0.9221289941022026,0.9723195501986375,0.9723195501986375
wn_3163.53,3163.53,0.8233505084040765,0.9545595016727155,0.9717439133139714,0.9717439133139714
wn_1341.46,1341.46,0.8279940890127878,0.9716804838818656,0.954987123931634,0.9716804838818656
wn_2937.7,2937.7,0.9714876276485787,0.7773073806278975,0.746198028629228,0.9714876276485787
wn_1324.09,1324.09,0.6362499093629366,0.9713097303366538,0.9385858680179837,0.9713097303366538
wn_1347.25,1347.25,0.8620171977302655,0.9701989744766197,0.9574617624109534,0.9701989744766197
wn_1326.02,1326.02,0.6563086506463751,0.9701924886315805,0.9392969109473226,0.9701924886315805
wn_3123,3123,0.8997753454262343,0.9171146071744228,0.9698723384367094,0.9698723384367094
wn_1339.53,1339.53,0.8084569038922844,0.9698715773426532,0.9520892672347783,0.9698715773426532
wn_1327.95,1327.95,0.677726548983462,0.969226202765811,0.9402960820004943,0.969226202765811
wn_1445.69,1445.69,0.9690110929826609,0.8829928915858857,0.958104448463122,0.9690110929826609
wn_1337.6,1337.6,0.7880160090945617,0.9687682493676774,0.9495135946533347,0.9687682493676774
wn_3165.46,3165.46,0.8073848819506201,0.9529288045977106,0.9686165378299552,0.9686165378299552
wn_1329.88,1329.88,0.7001038578328537,0.9685900746751744,0.9416720565295141,0.9685900746751744
wn_1335.67,1335.67,0.7671610940378513,0.968404216888275,0.9473579239017641,0.968404216888275
wn_1331.81,1331.81,0.7229553980002494,0.9683515745891879,0.9434206563916543,0.9683515745891879
wn_1333.74,1333.74,0.7454968467945429,0.9683341830704669,0.9453622606433356,0.9683341830704669
wn_3121.07,3121.07,0.8967078243872223,0.9123037737567093,0.9676467960556262,0.9676467960556262
wn_3099.83,3099.83,0.9665015780766738,0.9100451378248244,0.967287481969223,0.967287481969223
wn_3119.14,3119.14,0.8954636745696916,0.9078981355366854,0.9657752627934159,0.9657752627934159
wn_3101.76,3101.76,0.9553528030450225,0.9060417969347655,0.9657152677355507,0.9657152677355507
wn_3167.39,3167.39,0.7915290123617325,0.9512634353233592,0.9654732543831651,0.9654732543831651
wn_1349.18,1349.18,0.8622618563146113,0.9648372743200119,0.9545710927445847,0.9648372743200119
wn_1434.11,1434.11,0.9644707067843855,0.9183280930111641,0.958494449730366,0.9644707067843855
wn_1472.71,1472.71,0.9096340087768223,0.8137726433730521,0.964416084381499,0.964416084381499
wn_3103.69,3103.69,0.9444041917924557,0.90257247730919,0.9643826259324273,0.9643826259324273
wn_3117.21,3117.21,0.896056229801667,0.9040671849421877,0.964298751719263,0.964298751719263
wn_3105.62,3105.62,0.933863378013119,0.8998278611029448,0.9632987683470009,0.9632987683470009
wn_3115.27,3115.27,0.8984114972758187,0.9009762332354833,0.9632102197422613,0.9632102197422613
wn_3107.55,3107.55,0.9240406777327874,0.8979933533815804,0.9625110201412248,0.9625110201412248
wn_3113.34,3113.34,0.902460844499107,0.8987545034681763,0.962481619104579,0.962481619104579
wn_3169.32,3169.32,0.7760667410777792,0.9496529735329577,0.9623940407637674,0.9623940407637674
wn_2800.66,2800.66,0.8466882322655848,0.8596361524266081,0.9622982650478827,0.9622982650478827
wn_3111.41,3111.41,0.9081267527100632,0.89747553119556,0.9620997901844307,0.9620997901844307
wn_3109.48,3109.48,0.9153570560801085,0.8972022004909008,0.9620988016567018,0.9620988016567018
wn_2802.59,2802.59,0.8452128288263683,0.8579233872066927,0.9615146609556414,0.9615146609556414
wn_2804.52,2804.52,0.8431886933572341,0.8560452481740138,0.9606099333554765,0.9606099333554765
wn_1416.74,1416.74,0.9604625632181454,0.8533475488712474,0.9414198959687972,0.9604625632181454
wn_2806.45,2806.45,0.8405829666806408,0.8540241897908047,0.9596135324168134,0.9596135324168134
wn_3171.25,3171.25,0.7609515609954995,0.948157351458334,0.9593968606539538,0.9593968606539538
wn_2808.38,2808.38,0.8375715194983195,0.8519855589401669,0.958610833780908,0.958610833780908
wn_2810.31,2810.31,0.8344925503089884,0.8501109144600352,0.9577251480270962,0.9577251480270962
wn_1351.11,1351.11,0.8587502715258654,0.9575597087795547,0.9503335754576248,0.9575597087795547
wn_2812.24,2812.24,0.8317517362376718,0.8485733906636193,0.957071433733539,0.957071433733539
wn_2814.17,2814.17,0.8297433080545438,0.8475004279593148,0.9567029130225786,0.9567029130225786
wn_2816.1,2816.1,0.8287666240064492,0.8469461302164246,0.9565695886262253,0.9565695886262253
wn_2818.03,2818.03,0.8289713845692577,0.8468781820769192,0.9565277341137267,0.9565277341137267
wn_3173.18,3173.18,0.7461685135278777,0.9468616444146429,0.9565037825441164,0.9565037825441164
wn_2819.96,2819.96,0.8303569248405381,0.8471884979880726,0.9563896468528552,0.9563896468528552
wn_2821.89,2821.89,0.8327916683672966,0.847714212459005,0.9559607308615117,0.9559607308615117
wn_2823.82,2823.82,0.8360655278774114,0.8482685713116462,0.9550543808483974,0.9550543808483974
wn_3175.11,3175.11,0.7319328027379671,0.9458651480648568,0.9537728468793186,0.9537728468793186
wn_1432.18,1432.18,0.9537681026419202,0.9114571204747189,0.9534551820112758,0.9537681026419202
wn_1378.13,1378.13,0.9535942644820687,0.8669601905047067,0.9354106861245426,0.9535942644820687
wn_2825.75,2825.75,0.8399472030375918,0.8486597054477103,0.953485535539305,0.953485535539305
wn_1144.58,1144.58,0.06532050356737004,0.9517179663649525,0.8976100916859762,0.9517179663649525
wn_3177.04,3177.04,0.7184225177900351,0.9451606449155863,0.9512272045895075,0.9512272045895075
wn_2827.68,2827.68,0.8441733989387479,0.8486638674127395,0.9510259830287127,0.9510259830287127
wn_874.36,874.36,0.9501278648133844,0.7604453146804293,0.7580306818748116,0.9501278648133844
wn_1353.04,1353.04,0.8534116022282796,0.949212165816259,0.945420729427499,0.949212165816259
wn_1430.25,1430.25,0.945937982756634,0.9045286762065928,0.949177541929784,0.949177541929784
wn_3178.97,3178.97,0.7056109563253302,0.9446047336170037,0.948812058450159,0.948812058450159
wn_1470.78,1470.78,0.8640217657492282,0.7741997542239877,0.9486694833975624,0.9486694833975624
wn_1418.67,1418.67,0.9478821307154626,0.8554013340400469,0.9378729399668173,0.9478821307154626
wn_2935.77,2935.77,0.947764690651279,0.7583174869108381,0.727964885907709,0.947764690651279
wn_1447.62,1447.62,0.9421503099583339,0.8528568846653369,0.9475535227037997,0.9475535227037997
wn_2829.61,2829.61,0.8484134935553472,0.848001597576063,0.9473682186810142,0.9473682186810142
wn_3180.9,3180.9,0.6933722894426176,0.9440272134911732,0.9464328197670123,0.9464328197670123
wn_1428.32,1428.32,0.9419573316327161,0.8981699223922607,0.9460948342627858,0.9460948342627858
wn_1426.39,1426.39,0.9413920561071327,0.8919952524926585,0.944090997273301,0.944090997273301
wn_3182.83,3182.83,0.681597629824012,0.9433222793480015,0.9440113811757768,0.9440113811757768
wn_1420.6,1420.6,0.9429197266476532,0.8635718644369403,0.9379872318876316,0.9429197266476532
wn_1131.07,1131.07,0.26356261979821044,0.9424510126768803,0.8888458779071042,0.9424510126768803
wn_3184.76,3184.76,0.6702022095579812,0.9424198952100273,0.941503867372636,0.9424198952100273
wn_1424.46,1424.46,0.942086186421027,0.8844528248514779,0.9423146991482523,0.9423146991482523
wn_1422.53,1422.53,0.9422365860954797,0.8744944614472729,0.94007710851718,0.9422365860954797
wn_2831.54,2831.54,0.8522768816925009,0.8463699963492322,0.9421725724725146,0.9421725724725146
wn_3186.69,3186.69,0.6590442747104629,0.9412410616306358,0.9388777607016202,0.9412410616306358
wn_1354.97,1354.97,0.8477032031918328,0.9403519327285574,0.9402911310450925,0.9403519327285574
wn_1798.91,1798.91,0.8833325755252667,0.9403200734865312,0.8905337348800828,0.9403200734865312
wn_1708.19,1708.19,0.9402029505685501,0.8536750363750076,0.926358082748193,0.9402029505685501
wn_3188.62,3188.62,0.64787083968398,0.9397121729138728,0.9360825687358381,0.9397121729138728
wn_3190.55,3190.55,0.636374945905873,0.9377832273308354,0.9330446284375777,0.9377832273308354
wn_3192.48,3192.48,0.6243724655153278,0.9354628523375295,0.9297117439613376,0.9354628523375295
wn_1356.9,1356.9,0.8425547318121299,0.9311861713871491,0.9351737885274608,0.9351737885274608
wn_2833.47,2833.47,0.8553268253663522,0.8434871271752256,0.935168899527675,0.935168899527675
wn_1449.55,1449.55,0.9053074360795641,0.8146590126773614,0.9342632383949631,0.9342632383949631
wn_1468.85,1468.85,0.820896685352985,0.7349281128269448,0.9339778675190096,0.9339778675190096
wn_1142.65,1142.65,0.011667132651172737,0.9331541691834,0.879931199880508,0.9331541691834
wn_3194.41,3194.41,0.6119662257466979,0.932838876093797,0.9261018020051329,0.932838876093797
wn_1358.83,1358.83,0.8390467789773275,0.9220264087314111,0.9303930196953026,0.9303930196953026
wn_3196.34,3196.34,0.5994233202273301,0.9299798435704406,0.9222625982991162,0.9299798435704406
wn_1376.2,1376.2,0.9297665949189622,0.8654600053878947,0.9282127059518855,0.9297665949189622
wn_3198.27,3198.27,0.5867646402272152,0.9268241738041509,0.9181831033422285,0.9268241738041509
wn_1360.76,1360.76,0.8388028953766695,0.9136540794254912,0.926574872277164,0.926574872277164
wn_2835.4,2835.4,0.8570817190000194,0.8391092801777779,0.9262252039526241,0.9262252039526241
wn_1796.98,1796.98,0.8564724553675204,0.924505004829011,0.8750106327634501,0.924505004829011
wn_1362.69,1362.69,0.8431422831650014,0.906885298269643,0.9242953895385229,0.9242953895385229
wn_2933.84,2933.84,0.9242462106770176,0.7394885417632949,0.7099873206400404,0.9242462106770176
wn_1364.62,1364.62,0.8516206616012937,0.9015571784835236,0.9234208990147621,0.9234208990147621
wn_1374.27,1374.27,0.9093841281181071,0.8674894289440155,0.9233477103932142,0.9233477103932142
wn_3200.2,3200.2,0.5735399416437464,0.9232189449215099,0.9137759039323674,0.9232189449215099
wn_1366.55,1366.55,0.862096758168242,0.8963376781138616,0.9230875066547328,0.9230875066547328
