variable,wavenumber,VIP_comp1,VIP_comp2,VIP_comp3,VIP_max
wn_2968.58,2968.58,1.1826636969519886,0.9482544899961097,0.9158381659480798,1.1826636969519886
wn_1625.19,1625.19,0.1494129188362832,1.182191935750997,1.1404322948242878,1.182191935750997
wn_1669.59,1669.59,0.3412180068986736,1.1795159332661247,1.1402579671898223,1.1795159332661247
wn_1627.12,1627.12,0.08205123556894686,1.1768992037317467,1.135513684479769,1.1768992037317467
wn_1571.15,1571.15,0.6252185910693243,1.176424695474812,1.1660899381305754,1.176424695474812
wn_1611.68,1611.68,0.8185183559390008,1.176274895472838,1.1208338615907893,1.176274895472838
wn_1287.42,1287.42,1.1749891318710195,1.1388495592799404,1.0847391895710279,1.1749891318710195
wn_3014.91,3014.91,1.1735485048826888,0.9414330398690508,0.9915857130388765,1.1735485048826888
wn_2966.65,2966.65,1.1729339609425795,0.9405388502048994,0.9072667916664546,1.1729339609425795
wn_1667.66,1667.66,0.31123209331087215,1.1718088730512664,1.1308789355090856,1.1718088730512664
wn_1694.68,1694.68,1.1489573156912314,1.1717868902827908,1.1680269396194873,1.1717868902827908
wn_1629.05,1629.05,0.018265574406990368,1.1715344333908089,1.1302897062739605,1.1715344333908089
wn_1630.98,1630.98,0.042976250931151684,1.1664814215860368,1.125220056049892,1.1664814215860368
wn_1119.49,1119.49,0.9931950152790391,1.1657968995545356,1.1003008683377713,1.1657968995545356
wn_1486.22,1486.22,1.165744685297054,0.9650761892217805,1.067391887513584,1.165744685297054
