n_participants,baseline_cluster_sizes,residualized_cluster_sizes,ARI_vs_baseline,n_changed_cluster_after_label_alignment,residualized_average_silhouette,residualized_3PC_cumulative_variance_percent,sex_cluster_fisher_p_after_residualization,sex_cluster_cramers_v_after_residualization,sex_cluster_cramers_v_ci_lower,sex_cluster_cramers_v_ci_upper,max_abs_design_residual_crossproduct
25,15/4/6,8/14/3,0.1341396371632765,10,0.3380496093426003,87.5295123380811,0.2816314443397483,0.37231947957606903,0.16666666666666666,0.6669264777951308,2.353672812205332e-14
