iterations,mean_ARI,median_ARI,sd_ARI,min_ARI,q025_ARI,q25_ARI,q75_ARI,q975_ARI,max_ARI,n_ARI_1,proportion_ARI_1,n_ARI_ge_0_8,proportion_ARI_ge_0_8,mean_unique_participants
1000,0.6008857949547477,0.5787256450763559,0.268395645705626,0.05899626268019223,0.1341396371632765,0.4071146245059289,0.8754842280022136,1,1,140,0.14,318,0.318,15.979
