iteration,ARI
303,1
304,0.421366792544768
305,1
306,1
307,0.34998289428669177
308,0.4378032903302166
309,1
310,0.8510471497368126
311,0.46629213483146065
312,0.19835857126343776
313,1
314,0.8510471497368126
315,0.46629213483146065
316,0.4378032903302166
317,0.21729100296605516
318,1
319,1
320,0.4490757520840884
321,0.8510471497368126
322,1
323,0.008769008769008838
324,0.22373115433306484
325,0.6433697692392625
326,0.34382194934765925
327,0.831877004756111
328,0.6135156514860436
329,0.395118500176866
330,0.4793569601753745
331,1
332,0.2875809567094648
333,0.22373115433306484
334,0.8425240358050613
335,0.4988864142538975
336,0.403606894190161
337,1
338,0.47998631542935344
339,1
340,0.20548263445231735
341,1
342,1
343,1
344,0.3523463242813316
345,0.421366792544768
346,1
347,0.46629213483146065
348,0.1194644696189495
349,1
350,0.4878078666830045
351,0.38391699092088205
352,0.7069193477302776
353,1
354,1
355,0.18592851505242974
356,0.5359628770301624
357,0.4878078666830045
358,0.14562435143548946
359,0.47271045328399636
360,1
361,1
362,0.4378032903302166
363,1
364,0.5221327967806841
365,0.403606894190161
366,1
367,0.4793569601753745
368,1
369,0.4793569601753745
370,0.37527400263042526
371,1
372,1
373,1
374,0.46629213483146065
375,0.09503041432342477
376,1
377,1
378,1
379,0.24850265566730706
380,1
381,0.34998289428669177
382,0.34998289428669177
383,0.3095474066732739
384,0.18592851505242974
385,0.8425240358050613
386,0.421366792544768
387,1
388,0.7337742405559915
389,0.395118500176866
390,0.14562435143548946
391,0.7337742405559915
392,1
393,1
394,1
395,0.8586794827783499
396,0.7337742405559915
397,0.3319268635724332
398,1
399,0.34382194934765925
400,0.16563450061929966
401,0.4378032903302166
402,1
403,1
404,0.19835857126343776
405,0.8425240358050613
406,0.3349892740205487
407,0.41764104892723347
408,1
409,0.8425240358050613
410,1
411,0.8586794827783499
412,0.38391699092088205
413,0.4378032903302166
414,0.36310307673889625
415,0.8425240358050613
416,1
417,0.20548263445231735
418,0.403606894190161
419,0.8291558952455884
420,0.4878078666830045
421,0.43870014771048743
422,1
423,1
424,0.3319268635724332
425,1
426,0.8396895038812014
427,0.3843305173012383
428,0.34998289428669177
429,1
430,0.3095474066732739
431,0.8586794827783499
432,1
433,0.41764104892723347
434,0.46629213483146065
435,1
436,0.49044585987261147
437,0.22422592718611772
438,0.6335280502590103
439,0.4612476370510397
440,0.5809337091042764
441,0.045865416806160006
442,0.34998289428669177
443,1
444,0.8586794827783499
445,1
446,0.5221327967806841
447,1
448,1
449,0.6853262669758198
450,1
451,1
452,1
453,0.47998631542935344
454,0.5809337091042764
455,0.07353435713485035
456,1
457,0.4378032903302166
458,0.2673790900077119
459,1
460,0.8586794827783499
461,1
462,1
463,0.41764104892723347
464,0.424304728925441
465,1
466,1
467,1
468,0.403606894190161
469,0.1610276407844936
470,0.2371576284237157
471,1
472,0.29144536105774665
473,0.4988864142538975
474,1
475,1
476,1
477,0.38391699092088205
478,0.6988565606249292
479,0.46077874900669763
480,1
481,1
482,0.3193449334698055
483,1
484,0.395118500176866
485,0.831877004756111
486,0.4378032903302166
487,1
488,0.4878078666830045
489,1
490,1
491,0.41764104892723347
492,0.395118500176866
493,0.4793569601753745
494,0.38391699092088205
495,0.39689377621584854
496,0.41764104892723347
497,1
498,1
499,0.07353435713485035
500,0.34436776231138144
501,1
502,0.46077874900669763
503,0.618195104128608
504,0.3193449334698055
505,0.3193449334698055
506,0.4793569601753745
507,0.5359628770301624
508,1
509,0.5221327967806841
510,0.395118500176866
511,0.8510471497368126
512,0.4378032903302166
513,0.421366792544768
514,1
515,0.26509640919062466
516,0.7337742405559915
517,0.5359628770301624
518,0.395118500176866
519,0.16563450061929966
520,0.4378032903302166
521,0.2875809567094648
522,0.34998289428669177
523,1
524,0.4878078666830045
525,0.5359628770301624
526,0.421366792544768
527,1
528,0.23845545895901546
529,0.5221327967806841
530,1
531,0.5359628770301624
532,0.34998289428669177
533,0.4878078666830045
534,0.7997892518440464
535,0.38391699092088205
536,0.03329277734763847
537,0.8310547960431255
538,0.34998289428669177
539,0.14539525469470369
540,0.5552434456928839
541,0.18408859758164767
542,0.395118500176866
543,0.421366792544768
544,1
545,0.4793569601753745
546,0.2888737665872746
547,0.395118500176866
548,1
549,1
550,1
551,1
552,0.4612476370510397
553,1
554,0.4878078666830045
555,0.421366792544768
556,0.37271548166489804
557,0.3095474066732739
558,0.22373115433306484
559,1
560,1
561,0.8510471497368126
562,0.41764104892723347
563,0.4378032903302166
564,0.8425240358050613
565,0.4878078666830045
566,1
567,0.20548263445231735
568,0.4988864142538975
569,0.13013620235778875
570,0.468217439980097
571,1
572,0.8510471497368126
573,0.5552434456928839
574,0.6043165467625898
575,1
576,1
577,1
578,0.6880814271642771
579,0.4378032903302166
580,0.7337742405559915
581,1
582,0.23528771891656697
583,0.38391699092088205
584,1
585,1
586,1
587,0.41764104892723347
588,0.5552434456928839
589,0.8586794827783499
590,0.2584178026331119
591,0.444865274320961
592,0.1324200913242009
593,0.14562435143548946
594,1
595,1
596,1
597,0.5757508094227978
598,1
599,0.46077874900669763
600,0.2763873775843308
601,0.5552434456928839
602,0.20548263445231735
603,0.33438806644818625
604,0.2584178026331119
605,1
606,0.7337742405559915
607,0.34998289428669177
608,1
609,0.7337742405559915
610,1
611,1
612,0.2892507426559578
613,0.5221327967806841
614,0.017350684017350754
615,0.46629213483146065
616,1
617,0.8510471497368126
618,0.444865274320961
619,1
620,1
621,1
622,0.023649021991380307
623,0.424304728925441
624,0.5905613619222067
625,0.3523463242813316
626,1
627,0.2584178026331119
628,0.4612476370510397
629,0.4612476370510397
630,0.3319268635724332
631,0.403606894190161
632,1
633,0.8396895038812014
634,0.06260632868322559
635,0.468217439980097
636,0.8510471497368126
637,1
638,0.8425240358050613
639,1
640,0.5168271832052808
641,1
642,0.3747835122965016
643,1
644,1
645,0.38229981938591207
646,0.46629213483146065
647,1
648,0.2763873775843308
649,1
650,1
651,0.4793569601753745
652,1
653,1
654,1
655,1
656,0.395118500176866
657,0.4878078666830045
658,1
659,0.5359628770301624
660,0.7218781668730999
661,0.37527400263042526
662,0.38229981938591207
663,0.34998289428669177
664,0.8425240358050613
665,0.19322819014006842
666,0.4878078666830045
667,1
668,0.5052668954905906
669,1
670,1
671,0.17799752781211373
672,0.07353435713485035
673,1
674,1
675,0.4988864142538975
676,1
677,1
678,0.48531801928703
679,0.8425240358050613
680,1
681,0.8510471497368126
682,1
683,0.38391699092088205
684,1
685,0.39689377621584854
686,0.1194644696189495
687,0.4793569601753745
688,0.421366792544768
689,0.0935938209904589
690,0.8425240358050613
691,0.8510471497368126
692,0.38391699092088205
693,0.3349892740205487
694,1
695,0.4793569601753745
696,0.6988565606249292
697,1
698,0.8510471497368126
699,0.38391699092088205
700,1
701,0.395118500176866
702,0.421366792544768
703,1
704,0.21729100296605516
705,1
706,0.4378032903302166
707,0.2763873775843308
708,0.3221548341063146
709,0.17980890986531597
710,1
711,0.07353435713485035
712,0.45764884073167883
713,0.4612476370510397
714,0.421366792544768
715,0.8586794827783499
716,0.20548263445231735
717,0.38229981938591207
718,0.2536602785382693
719,1
720,0.41764104892723347
721,1
722,0.421366792544768
723,1
724,0.8510471497368126
725,0.17426762528168258
726,1
727,1
728,0.14562435143548946
729,1
730,1
731,1
732,0.5809337091042764
733,0.4018887722980063
734,0.8425240358050613
735,0.4878078666830045
736,0.3193449334698055
737,1
738,0.8586794827783499
739,0.2584178026331119
740,1
741,1
742,1
743,0.43870014771048743
744,1
745,0.403606894190161
746,1
747,0.5052668954905906
748,1
749,0.7583766449187217
750,1
751,0.4793569601753745
752,1
753,1
754,0.4018887722980063
755,1
756,0.9156773549317653
757,1
758,0.4988864142538975
759,0.8510471497368126
760,0.34998289428669177
761,0.8396895038812014
762,0.12047216757319756
763,0.2673790900077119
764,1
765,0.13013620235778875
766,0.1488408556389293
767,0.5809337091042764
768,0.5359628770301624
769,1
770,0.4378032903302166
771,0.39689377621584854
772,0.831877004756111
773,1
774,0.18592851505242974
775,1
776,0.38391699092088205
777,0.7997892518440464
778,0.39689377621584854
779,0.2667328261109273
780,1
781,0.4490757520840884
782,0.41764104892723347
783,0.395118500176866
784,0.5809337091042764
785,0.46629213483146065
786,0.46077874900669763
787,0.8383804014971079
788,1
789,0.34382194934765925
790,0.618195104128608
791,0.8510471497368126
792,1
793,0.8510471497368126
794,0.2892507426559578
795,1
796,0.4793569601753745
797,0.1610276407844936
798,0.395118500176866
799,1
800,1
801,0.1610276407844936
802,0.34998289428669177
803,0.5359628770301624
804,0.6148789306453379
805,0.7218781668730999
806,1
807,1
808,0.4378032903302166
809,0.06260632868322559
810,0.06260632868322559
811,0.4612476370510397
812,0.4378032903302166
813,0.403606894190161
814,0.21329705430024845
815,1
816,0.831877004756111
817,0.7583766449187217
818,1
819,0.7218781668730999
820,0.41764104892723347
821,1
822,0.4878078666830045
823,0.468217439980097
824,0.2538987995063391
825,1
826,0.06706840754380089
827,1
828,0.5967456667845773
829,0.4490757520840884
830,0.34998289428669177
831,0.38391699092088205
832,1
833,0.618195104128608
834,0.5052668954905906
835,0.18592851505242974
836,1
837,0.7337742405559915
838,1
839,1
840,0.4793569601753745
841,0.4878078666830045
842,1
843,1
844,0.3116721385712668
845,0.618195104128608
846,1
847,0.1988323061952643
848,0.403606894190161
849,1
850,0.8463739271053614
851,1
852,1
853,1
854,1
855,1
856,0.7218781668730999
857,1
858,1
859,1
860,1
861,1
862,1
863,0.0935938209904589
864,0.38391699092088205
865,0.5052668954905906
866,0.20548263445231735
867,0.2911274338346741
868,0.254730041532072
869,1
870,0.39689377621584854
871,1
872,1
873,0.254730041532072
874,0.8510471497368126
875,0.46629213483146065
876,1
877,0.09503041432342477
878,0.3319268635724332
879,1
880,0.48531801928703
881,0.4878078666830045
882,0.831877004756111
883,0.19226845028908285
884,1
885,0.4612476370510397
886,1
887,0.38391699092088205
888,1
889,0.5052668954905906
890,0.7583766449187217
891,1
892,1
893,0.8510471497368126
894,0.7337742405559915
895,0.4878078666830045
896,0.3193449334698055
897,0.39689377621584854
898,0.444865274320961
899,0.8510471497368126
900,0.3319268635724332
901,1
902,1
903,0.5261308241695952
904,1
905,0.24850265566730706
906,1
907,1
908,0.421366792544768
909,1
910,0.20548263445231735
911,1
912,0.18408859758164767
913,1
914,0.14562435143548946
915,0.4878078666830045
916,1
917,1
918,1
919,1
920,0.34382194934765925
921,0.2892507426559578
922,0.618195104128608
923,0.39689377621584854
924,0.38391699092088205
925,1
926,0.4793569601753745
927,0.5052668954905906
928,0.20548263445231735
929,1
930,0.3193449334698055
931,1
932,0.34998289428669177
933,0.5221327967806841
934,0.8510471497368126
935,0.4988864142538975
936,1
937,0.2538987995063391
938,0.12284652629208424
939,0.8425240358050613
940,0.3319268635724332
941,0.7218781668730999
942,1
943,1
944,0.8510471497368126
945,0.34998289428669177
946,0.7337742405559915
947,0.37527400263042526
948,0.414519906323185
949,0.38391699092088205
950,0.395118500176866
951,0.8425240358050613
952,1
953,0.4705324321119412
954,0.4793569601753745
955,1
956,1
957,1
958,0.38391699092088205
959,0.8310547960431255
960,0.4793569601753745
961,1
962,0.5384864514736046
963,1
964,0.34382194934765925
965,0.8425240358050613
966,1
967,1
968,0.8586794827783499
969,0.22422592718611772
970,0.8425240358050613
971,0.421366792544768
972,0.5631411390166254
973,1
974,1
975,0.5052668954905906
976,0.3319268635724332
977,0.0935938209904589
978,0.5052668954905906
979,1
980,0.421366792544768
981,0.395118500176866
982,1
983,1
984,0.06706840754380089
985,0.395118500176866
986,1
987,0.38229981938591207
988,0.38391699092088205
989,0.5359628770301624
990,0.37527400263042526
991,1
992,0.34998289428669177
993,0.36548779152523814
994,0.3095474066732739
995,0.4878078666830045
996,1
997,0.8510471497368126
998,0.5052668954905906
999,0.5809337091042764
1000,0.37033968516984256
