baseline_same_cluster,n_pairs,mean_consensus,median_consensus,min_consensus,max_consensus
FALSE,174,0.11481603388461509,0.017930875061775632,0,0.7790322580645161
TRUE,126,0.7569366810572974,0.8338537801962239,0.3726993865030675,1
