iterations,sampling_fraction,participants_per_iteration,mean_ARI,median_ARI,sd_ARI,min_ARI,q025_ARI,q25_ARI,q75_ARI,q975_ARI,max_ARI,n_ARI_1,proportion_ARI_1,n_ARI_ge_0_8,proportion_ARI_ge_0_8
1000,0.8,20,0.6472360149036428,0.593653514353392,0.3115189047584239,0.008769008769008838,0.12278716732411207,0.3842271357061492,1,1,1,348,0.348,436,0.436
