cluster,wavenumber,median_absorbance,q25_absorbance,q75_absorbance,mean_absorbance,n
1,3074.741534471512,0.02389661967754364,0.021901272237300873,0.026587692089378834,0.024263865624864895,15
1,3072.8113765716553,0.02381889522075653,0.021830941550433636,0.026485346257686615,0.024161534880598388,15
1,3070.8812186717987,0.023739568889141083,0.0217626066878438,0.02638275269418955,0.02405983197192351,15
1,3068.951060771942,0.02365719899535179,0.021695520728826523,0.02627895213663578,0.02395803704857826,15
1,3067.0209028720856,0.02357146330177784,0.021629619412124157,0.02617400698363781,0.023856171096364658,15
1,3065.090744972229,0.023483045399188995,0.02156516443938017,0.026068481616675854,0.023754690339167914,15
1,3063.1605870723724,0.023392178118228912,0.021501796320080757,0.025962229818105698,0.023653306315342584,15
1,3061.230429172516,0.023297999054193497,0.021438379772007465,0.025854325853288174,0.023550752053658166,15
1,3059.3002712726593,0.023200130090117455,0.021374144591391087,0.02574443817138672,0.023446175704399743,15
1,3057.3701133728027,0.023100152611732483,0.021309519186615944,0.02563352882862091,0.023340128362178802,15
1,3055.439955472946,0.023000525310635567,0.021245227195322514,0.025522605516016483,0.02323362169166406,15
1,3053.5097975730896,0.022902291268110275,0.02118072472512722,0.02541101723909378,0.02312651015818119,15
1,3051.579639673233,0.022804494947195053,0.021114074625074863,0.025296653620898724,0.0230173010379076,15
1,3049.6494817733765,0.022705430164933205,0.021043192595243454,0.025177503935992718,0.02290426529943943,15
1,3047.71932387352,0.022603411227464676,0.020966611802577972,0.025052357465028763,0.02278614913423856,15
1,3045.7891659736633,0.022496551275253296,0.02088327705860138,0.024920213036239147,0.022661971549193066,15
1,3043.8590080738068,0.02238302119076252,0.020792322233319283,0.024779822677373886,0.022530719886223474,15
1,3041.92885017395,0.022262059152126312,0.02069331705570221,0.024630223400890827,0.022391669948895774,15
1,3039.9986922740936,0.022134428843855858,0.02058667503297329,0.024471831507980824,0.022245169430971146,15
1,3038.068534374237,0.022001802921295166,0.02047382015734911,0.024306834675371647,0.02209296226501465,15
1,3036.1383764743805,0.021866150200366974,0.02035705279558897,0.02413856517523527,0.02193779597679774,15
