historical_PC,harmonized_PC,correlation,abs_correlation
PC1,PC2,0.7275792561931456,0.7275792561931456
PC2,PC1,0.7331238994873588,0.7331238994873588
PC4,PC4,0.9771141388241052,0.9771141388241052
PC5,PC5,-0.9898698839249988,0.9898698839249988
